account_id,relationship_id,product,sub_type,balance,tenor_yrs,remaining_yrs,rate_type,spread,orig_fee_pct,rating,collateral,commitment
TL00671,R393,Term Loan,C&I Term,1445000.0,3.0,2.47,Floating,0.0185,0.0025,3,Unsecured,1445000.0
TL00672,R385,Term Loan,C&I Term,353000.0,10.0,7.38,Fixed,0.0161,0.01,3,Unsecured,353000.0
TL00673,R116,Term Loan,C&I Term,2882000.0,7.0,5.75,Floating,0.0232,0.005,6,Senior Secured,2882000.0
TL00674,R005,Term Loan,CRE Term,14361000.0,3.0,2.26,Floating,0.0201,0.0075,5,Real Estate,14361000.0
TL00675,R004,Term Loan,C&I Term,15897000.0,7.0,2.16,Floating,0.019,0.0075,4,Senior Secured,15897000.0
TL00676,R217,Term Loan,C&I Term,2839000.0,5.0,3.43,Floating,0.025,0.01,6,Senior Secured,2839000.0
TL00677,R146,Term Loan,Equipment Finance,1111000.0,3.0,2.46,Fixed,0.023,0.0025,6,Senior Secured,1111000.0
TL00678,R453,Term Loan,Equipment Finance,1152000.0,5.0,4.46,Floating,0.0341,0.0025,9,Senior Secured,1152000.0
TL00679,R289,Term Loan,CRE Term,453000.0,3.0,1.19,Floating,0.0272,0.0075,7,Real Estate,453000.0
TL00680,R045,Term Loan,C&I Term,1116000.0,3.0,0.91,Floating,0.03,0.005,8,Senior Secured,1116000.0
TL00681,R001,Term Loan,C&I Term,3993000.0,7.0,5.77,Fixed,0.0173,0.01,5,Senior Secured,3993000.0
TL00682,R004,Term Loan,C&I Term,2498000.0,5.0,2.03,Fixed,0.0178,0.0025,4,Unsecured,2498000.0
TL00683,R491,Term Loan,C&I Term,552000.0,7.0,1.58,Floating,0.0144,0.005,2,Senior Secured,552000.0
TL00684,R278,Term Loan,C&I Term,13187000.0,7.0,6.02,Floating,0.0192,0.01,3,Unsecured,13187000.0
TL00685,R105,Term Loan,CRE Term,3177000.0,7.0,4.23,Floating,0.0339,0.01,8,Real Estate,3177000.0
TL00686,R267,Term Loan,C&I Term,1568000.0,5.0,2.31,Floating,0.0289,0.0025,7,Senior Secured,1568000.0
TL00687,R500,Term Loan,CRE Term,2616000.0,7.0,1.46,Fixed,0.0181,0.01,4,Real Estate,2616000.0
TL00688,R427,Term Loan,C&I Term,314000.0,5.0,1.14,Floating,0.0332,0.0025,8,Senior Secured,314000.0
TL00689,R240,Term Loan,C&I Term,2780000.0,5.0,4.17,Floating,0.0206,0.0025,4,Senior Secured,2780000.0
TL00690,R208,Term Loan,CRE Term,231000.0,5.0,2.96,Floating,0.0315,0.01,6,Real Estate,231000.0
TL00691,R425,Term Loan,Equipment Finance,844000.0,10.0,3.2,Floating,0.0202,0.0025,4,Senior Secured,844000.0
TL00692,R005,Term Loan,CRE Term,10488000.0,3.0,1.46,Floating,0.0211,0.005,5,Real Estate,10488000.0
TL00693,R150,Term Loan,CRE Term,1581000.0,5.0,1.66,Floating,0.0257,0.0025,6,Real Estate,1581000.0
TL00694,R489,Term Loan,C&I Term,735000.0,7.0,2.03,Floating,0.0304,0.0075,8,Senior Secured,735000.0
TL00695,R363,Term Loan,C&I Term,302000.0,5.0,2.11,Floating,0.0244,0.0025,6,Unsecured,302000.0
TL00696,R080,Term Loan,CRE Term,2078000.0,7.0,4.48,Floating,0.0229,0.005,5,Real Estate,2078000.0
TL00697,R006,Term Loan,C&I Term,6019000.0,5.0,1.84,Fixed,0.0193,0.005,5,Senior Secured,6019000.0
TL00698,R075,Term Loan,C&I Term,708000.0,3.0,1.42,Floating,0.0223,0.0075,4,Unsecured,708000.0
TL00699,R006,Term Loan,C&I Term,23807000.0,5.0,2.91,Floating,0.019,0.005,5,Unsecured,23807000.0
TL00700,R283,Term Loan,C&I Term,498000.0,5.0,2.68,Floating,0.0238,0.0025,6,Unsecured,498000.0
TL00701,R158,Term Loan,C&I Term,1673000.0,3.0,0.91,Fixed,0.0214,0.005,5,Senior Secured,1673000.0
TL00702,R313,Term Loan,C&I Term,1492000.0,3.0,0.69,Fixed,0.0133,0.005,3,Senior Secured,1492000.0
TL00703,R334,Term Loan,Equipment Finance,2835000.0,3.0,0.69,Fixed,0.0292,0.005,6,Senior Secured,2835000.0
TL00704,R480,Term Loan,CRE Term,3546000.0,7.0,3.36,Floating,0.0236,0.0075,6,Real Estate,3546000.0
TL00705,R002,Term Loan,C&I Term,20632000.0,7.0,5.43,Fixed,0.0161,0.005,3,Unsecured,20632000.0
TL00706,R340,Term Loan,C&I Term,1146000.0,5.0,1.53,Floating,0.0285,0.005,7,Senior Secured,1146000.0
TL00707,R009,Term Loan,CRE Term,15509000.0,3.0,2.49,Fixed,0.0185,0.01,4,Real Estate,15509000.0
TL00708,R486,Term Loan,C&I Term,395000.0,5.0,3.86,Fixed,0.0219,0.005,5,Unsecured,395000.0
TL00709,R185,Term Loan,CRE Term,478000.0,7.0,1.42,Floating,0.0286,0.005,8,Real Estate,478000.0
TL00710,R226,Term Loan,CRE Term,1778000.0,7.0,1.55,Floating,0.017,0.0025,4,Real Estate,1778000.0
TL00711,R198,Term Loan,C&I Term,1856000.0,5.0,1.78,Floating,0.0265,0.0075,5,Senior Secured,1856000.0
TL00712,R423,Term Loan,C&I Term,1923000.0,3.0,0.73,Floating,0.0197,0.0075,4,Senior Secured,1923000.0
TL00713,R149,Term Loan,C&I Term,864000.0,10.0,6.25,Fixed,0.025,0.0075,5,Senior Secured,864000.0
TL00714,R196,Term Loan,C&I Term,12988000.0,7.0,1.62,Floating,0.0341,0.0025,8,Senior Secured,12988000.0
TL00715,R216,Term Loan,C&I Term,2730000.0,3.0,2.53,Fixed,0.0156,0.005,3,Unsecured,2730000.0
TL00716,R146,Term Loan,Equipment Finance,1841000.0,7.0,4.16,Fixed,0.0233,0.005,5,Senior Secured,1841000.0
TL00717,R456,Term Loan,C&I Term,2116000.0,3.0,2.35,Floating,0.0195,0.01,4,Senior Secured,2116000.0
TL00718,R007,Term Loan,CRE Term,43333000.0,3.0,2.4,Floating,0.0205,0.005,7,Real Estate,43333000.0
TL00719,R109,Term Loan,CRE Term,1020000.0,7.0,4.24,Floating,0.0245,0.005,6,Real Estate,1020000.0
TL00720,R234,Term Loan,C&I Term,780000.0,5.0,4.7,Fixed,0.0209,0.005,4,Senior Secured,780000.0
TL00721,R083,Term Loan,C&I Term,1190000.0,5.0,4.96,Floating,0.0238,0.01,6,Senior Secured,1190000.0
TL00722,R487,Term Loan,C&I Term,4552000.0,10.0,4.87,Floating,0.0214,0.0075,5,Senior Secured,4552000.0
TL00723,R006,Term Loan,CRE Term,15349000.0,7.0,2.1,Floating,0.0215,0.01,6,Real Estate,15349000.0
TL00724,R014,Term Loan,C&I Term,1889000.0,3.0,1.47,Fixed,0.0275,0.005,5,Senior Secured,1889000.0
TL00725,R096,Term Loan,CRE Term,47734000.0,5.0,1.89,Floating,0.0204,0.01,6,Real Estate,47734000.0
TL00726,R480,Term Loan,Equipment Finance,5116000.0,7.0,4.37,Floating,0.0235,0.01,5,Senior Secured,5116000.0
TL00727,R009,Term Loan,CRE Term,3865000.0,5.0,2.51,Fixed,0.0119,0.0075,3,Real Estate,3865000.0
TL00728,R451,Term Loan,Equipment Finance,1124000.0,10.0,5.84,Floating,0.0206,0.0075,5,Senior Secured,1124000.0
TL00729,R384,Term Loan,CRE Term,603000.0,7.0,5.67,Floating,0.0159,0.01,3,Real Estate,603000.0
TL00730,R411,Term Loan,Equipment Finance,958000.0,3.0,1.26,Floating,0.0295,0.01,7,Senior Secured,958000.0
TL00731,R010,Term Loan,Equipment Finance,7940000.0,3.0,1.89,Floating,0.02,0.005,5,Senior Secured,7940000.0
TL00732,R001,Term Loan,CRE Term,6850000.0,7.0,3.28,Floating,0.0161,0.0075,4,Real Estate,6850000.0
TL00733,R462,Term Loan,Equipment Finance,431000.0,10.0,8.28,Floating,0.0277,0.005,6,Senior Secured,431000.0
TL00734,R227,Term Loan,Equipment Finance,14101000.0,3.0,2.13,Floating,0.0226,0.0025,4,Senior Secured,14101000.0
TL00735,R035,Term Loan,C&I Term,1670000.0,3.0,0.62,Floating,0.0158,0.005,2,Senior Secured,1670000.0
TL00736,R275,Term Loan,CRE Term,3293000.0,7.0,5.1,Floating,0.018,0.01,4,Real Estate,3293000.0
TL00737,R416,Term Loan,CRE Term,2410000.0,3.0,1.01,Floating,0.0234,0.01,5,Real Estate,2410000.0
TL00738,R489,Term Loan,Equipment Finance,1917000.0,3.0,2.34,Floating,0.0318,0.01,8,Senior Secured,1917000.0
TL00739,R391,Term Loan,C&I Term,4918000.0,7.0,4.58,Fixed,0.0202,0.01,5,Senior Secured,4918000.0
TL00740,R469,Term Loan,Equipment Finance,2274000.0,7.0,3.65,Fixed,0.0239,0.0075,7,Senior Secured,2274000.0
TL00741,R010,Term Loan,CRE Term,12196000.0,7.0,5.29,Floating,0.0145,0.01,5,Real Estate,12196000.0
TL00742,R001,Term Loan,Equipment Finance,18730000.0,7.0,6.2,Fixed,0.0208,0.0025,5,Senior Secured,18730000.0
TL00743,R109,Term Loan,C&I Term,2402000.0,5.0,4.11,Fixed,0.0257,0.005,6,Senior Secured,2402000.0
TL00744,R435,Term Loan,CRE Term,1498000.0,10.0,6.36,Floating,0.0192,0.0025,5,Real Estate,1498000.0
TL00745,R219,Term Loan,CRE Term,1102000.0,5.0,3.89,Fixed,0.0248,0.01,5,Real Estate,1102000.0
TL00746,R008,Term Loan,Equipment Finance,37272000.0,5.0,2.66,Fixed,0.0215,0.0075,6,Senior Secured,37272000.0
TL00747,R005,Term Loan,CRE Term,7475000.0,7.0,5.82,Floating,0.0196,0.01,4,Real Estate,7475000.0
TL00748,R494,Term Loan,CRE Term,1798000.0,7.0,6.04,Floating,0.0231,0.005,5,Real Estate,1798000.0
TL00749,R287,Term Loan,CRE Term,1831000.0,7.0,2.17,Floating,0.0167,0.005,4,Real Estate,1831000.0
TL00750,R245,Term Loan,C&I Term,2422000.0,3.0,1.17,Floating,0.0233,0.0075,5,Unsecured,2422000.0
TL00751,R227,Term Loan,Equipment Finance,2067000.0,10.0,4.16,Fixed,0.0239,0.0075,5,Senior Secured,2067000.0
TL00752,R001,Term Loan,C&I Term,8255000.0,5.0,1.66,Floating,0.0165,0.005,4,Senior Secured,8255000.0
TL00753,R196,Term Loan,CRE Term,2660000.0,7.0,3.6,Floating,0.027,0.005,8,Real Estate,2660000.0
TL00754,R410,Term Loan,CRE Term,409000.0,10.0,3.54,Floating,0.0253,0.0075,6,Real Estate,409000.0
TL00755,R008,Term Loan,C&I Term,6506000.0,5.0,3.38,Fixed,0.02,0.0025,6,Senior Secured,6506000.0
TL00756,R304,Term Loan,C&I Term,1627000.0,7.0,1.97,Floating,0.0222,0.0025,4,Senior Secured,1627000.0
TL00757,R028,Term Loan,C&I Term,10859000.0,5.0,2.08,Fixed,0.0184,0.0025,4,Senior Secured,10859000.0
TL00758,R167,Term Loan,Equipment Finance,2049000.0,7.0,5.13,Floating,0.0321,0.0025,7,Senior Secured,2049000.0
TL00759,R177,Term Loan,CRE Term,493000.0,7.0,3.63,Floating,0.0197,0.0025,6,Real Estate,493000.0
TL00760,R271,Term Loan,C&I Term,2196000.0,7.0,3.76,Floating,0.0281,0.0025,7,Senior Secured,2196000.0
TL00761,R408,Term Loan,CRE Term,2524000.0,3.0,2.52,Floating,0.023,0.0025,4,Real Estate,2524000.0
TL00762,R476,Term Loan,C&I Term,1889000.0,3.0,2.96,Floating,0.0284,0.01,8,Senior Secured,1889000.0
TL00763,R252,Term Loan,Equipment Finance,1300000.0,10.0,6.52,Floating,0.0246,0.0025,6,Senior Secured,1300000.0
TL00764,R006,Term Loan,C&I Term,9391000.0,10.0,2.63,Floating,0.0183,0.0075,5,Unsecured,9391000.0
TL00765,R095,Term Loan,C&I Term,3635000.0,10.0,2.82,Floating,0.0177,0.0025,4,Senior Secured,3635000.0
TL00766,R005,Term Loan,CRE Term,10762000.0,3.0,2.92,Fixed,0.0213,0.01,5,Real Estate,10762000.0
TL00767,R304,Term Loan,CRE Term,3854000.0,5.0,3.72,Fixed,0.0162,0.0025,4,Real Estate,3854000.0
TL00768,R123,Term Loan,C&I Term,1294000.0,7.0,5.61,Floating,0.0303,0.0075,8,Senior Secured,1294000.0
TL00769,R056,Term Loan,CRE Term,9400000.0,7.0,5.18,Fixed,0.0291,0.0075,7,Real Estate,9400000.0
TL00770,R212,Term Loan,C&I Term,2789000.0,3.0,1.03,Floating,0.0301,0.01,8,Unsecured,2789000.0
TL00771,R205,Term Loan,C&I Term,2242000.0,5.0,2.79,Floating,0.0225,0.0075,6,Senior Secured,2242000.0
TL00772,R289,Term Loan,C&I Term,315000.0,3.0,2.52,Floating,0.0276,0.0075,6,Senior Secured,315000.0
TL00773,R218,Term Loan,C&I Term,9637000.0,5.0,4.47,Floating,0.0296,0.01,7,Unsecured,9637000.0
TL00774,R383,Term Loan,Equipment Finance,912000.0,3.0,1.17,Fixed,0.0196,0.01,5,Senior Secured,912000.0
TL00775,R005,Term Loan,CRE Term,19424000.0,3.0,2.03,Floating,0.0139,0.005,4,Real Estate,19424000.0
TL00776,R198,Term Loan,Equipment Finance,604000.0,3.0,0.98,Floating,0.0198,0.01,5,Senior Secured,604000.0
TL00777,R469,Term Loan,C&I Term,509000.0,10.0,9.67,Floating,0.0292,0.01,7,Senior Secured,509000.0
TL00778,R321,Term Loan,C&I Term,6390000.0,7.0,2.81,Floating,0.0201,0.0075,4,Unsecured,6390000.0
TL00779,R481,Term Loan,C&I Term,1834000.0,10.0,7.81,Floating,0.0242,0.01,5,Senior Secured,1834000.0
TL00780,R097,Term Loan,C&I Term,3289000.0,5.0,1.92,Floating,0.0158,0.0025,3,Senior Secured,3289000.0
TL00781,R193,Term Loan,CRE Term,4336000.0,5.0,3.46,Floating,0.0283,0.0075,8,Real Estate,4336000.0
TL00782,R262,Term Loan,CRE Term,939000.0,5.0,3.64,Floating,0.0245,0.0075,5,Real Estate,939000.0
TL00783,R275,Term Loan,C&I Term,3805000.0,5.0,2.31,Floating,0.0124,0.01,2,Senior Secured,3805000.0
TL00784,R497,Term Loan,CRE Term,1393000.0,5.0,4.28,Fixed,0.0171,0.0025,3,Real Estate,1393000.0
TL00785,R214,Term Loan,CRE Term,1300000.0,7.0,6.36,Floating,0.0099,0.01,2,Real Estate,1300000.0
TL00786,R005,Term Loan,CRE Term,4608000.0,7.0,6.19,Floating,0.0182,0.0025,5,Real Estate,4608000.0
TL00787,R088,Term Loan,Equipment Finance,958000.0,7.0,3.25,Floating,0.0219,0.005,4,Senior Secured,958000.0
TL00788,R244,Term Loan,CRE Term,2756000.0,3.0,2.39,Floating,0.0232,0.0075,6,Real Estate,2756000.0
TL00789,R004,Term Loan,Equipment Finance,13427000.0,5.0,3.24,Floating,0.017,0.005,4,Senior Secured,13427000.0
TL00790,R035,Term Loan,CRE Term,402000.0,3.0,2.02,Floating,0.0075,0.01,1,Real Estate,402000.0
TL00791,R323,Term Loan,C&I Term,2598000.0,3.0,1.75,Floating,0.018,0.01,4,Senior Secured,2598000.0
TL00792,R041,Term Loan,CRE Term,3922000.0,7.0,4.76,Floating,0.019,0.0025,4,Real Estate,3922000.0
TL00793,R003,Term Loan,C&I Term,7101000.0,5.0,1.54,Floating,0.0206,0.005,4,Senior Secured,7101000.0
TL00794,R233,Term Loan,CRE Term,2389000.0,7.0,3.69,Floating,0.0249,0.0025,7,Real Estate,2389000.0
TL00795,R200,Term Loan,Equipment Finance,3450000.0,3.0,1.03,Floating,0.0183,0.0075,3,Senior Secured,3450000.0
TL00796,R483,Term Loan,C&I Term,517000.0,10.0,4.24,Floating,0.0192,0.01,3,Senior Secured,517000.0
TL00797,R053,Term Loan,Equipment Finance,17297000.0,10.0,3.02,Floating,0.0204,0.0075,5,Senior Secured,17297000.0
TL00798,R365,Term Loan,Equipment Finance,1297000.0,5.0,1.85,Fixed,0.0241,0.0025,6,Senior Secured,1297000.0
TL00799,R028,Term Loan,C&I Term,3696000.0,7.0,5.78,Floating,0.0198,0.0025,4,Senior Secured,3696000.0
TL00800,R391,Term Loan,CRE Term,2852000.0,3.0,1.92,Fixed,0.0185,0.0025,5,Real Estate,2852000.0
TL00801,R305,Term Loan,Equipment Finance,3379000.0,7.0,1.53,Floating,0.0267,0.005,7,Senior Secured,3379000.0
TL00802,R188,Term Loan,Equipment Finance,864000.0,7.0,5.82,Floating,0.017,0.0075,2,Senior Secured,864000.0
TL00803,R381,Term Loan,C&I Term,382000.0,7.0,6.49,Floating,0.0263,0.0025,6,Unsecured,382000.0
TL00804,R317,Term Loan,C&I Term,764000.0,7.0,6.33,Fixed,0.0162,0.01,3,Senior Secured,764000.0
TL00805,R443,Term Loan,CRE Term,3800000.0,5.0,4.29,Floating,0.0225,0.005,5,Real Estate,3800000.0
TL00806,R103,Term Loan,C&I Term,7675000.0,7.0,6.96,Floating,0.0293,0.0075,7,Senior Secured,7675000.0
TL00807,R208,Term Loan,C&I Term,1072000.0,7.0,4.68,Floating,0.0269,0.0075,6,Senior Secured,1072000.0
TL00808,R353,Term Loan,C&I Term,3944000.0,3.0,2.91,Floating,0.0152,0.0075,3,Senior Secured,3944000.0
TL00809,R335,Term Loan,C&I Term,2392000.0,3.0,2.88,Fixed,0.026,0.005,5,Unsecured,2392000.0
TL00810,R296,Term Loan,CRE Term,1062000.0,7.0,3.15,Floating,0.0255,0.005,5,Real Estate,1062000.0
TL00811,R087,Term Loan,CRE Term,3454000.0,5.0,4.45,Floating,0.0211,0.005,4,Real Estate,3454000.0
TL00812,R221,Term Loan,CRE Term,5133000.0,5.0,4.17,Floating,0.0145,0.0025,3,Real Estate,5133000.0
TL00813,R005,Term Loan,CRE Term,5632000.0,10.0,8.21,Floating,0.0204,0.005,6,Real Estate,5632000.0
TL00814,R400,Term Loan,C&I Term,1320000.0,7.0,6.42,Fixed,0.0186,0.01,4,Unsecured,1320000.0
TL00815,R120,Term Loan,C&I Term,5048000.0,5.0,2.54,Fixed,0.0224,0.01,5,Unsecured,5048000.0
TL00816,R225,Term Loan,C&I Term,341000.0,5.0,2.6,Fixed,0.0206,0.01,6,Senior Secured,341000.0
TL00817,R005,Term Loan,CRE Term,9417000.0,5.0,3.56,Floating,0.0199,0.005,5,Real Estate,9417000.0
TL00818,R049,Term Loan,C&I Term,1032000.0,7.0,5.53,Floating,0.0226,0.005,4,Senior Secured,1032000.0
TL00819,R086,Term Loan,C&I Term,8978000.0,5.0,4.52,Floating,0.032,0.0025,8,Senior Secured,8978000.0
TL00820,R157,Term Loan,C&I Term,301000.0,5.0,4.5,Floating,0.0177,0.005,4,Unsecured,301000.0
TL00821,R119,Term Loan,C&I Term,969000.0,7.0,5.44,Fixed,0.0202,0.0075,5,Unsecured,969000.0
TL00822,R149,Term Loan,CRE Term,894000.0,7.0,6.76,Floating,0.0201,0.005,4,Real Estate,894000.0
TL00823,R137,Term Loan,CRE Term,2834000.0,7.0,2.4,Floating,0.019,0.0075,4,Real Estate,2834000.0
TL00824,R388,Term Loan,Equipment Finance,1270000.0,3.0,2.88,Floating,0.0373,0.0025,10,Senior Secured,1270000.0
TL00825,R274,Term Loan,CRE Term,5532000.0,7.0,1.76,Fixed,0.0237,0.005,5,Real Estate,5532000.0
TL00826,R328,Term Loan,CRE Term,6700000.0,5.0,3.22,Floating,0.0305,0.005,7,Real Estate,6700000.0
TL00827,R003,Term Loan,C&I Term,7891000.0,3.0,0.82,Fixed,0.0198,0.005,6,Senior Secured,7891000.0
TL00828,R005,Term Loan,CRE Term,13272000.0,7.0,4.58,Fixed,0.0202,0.0025,5,Real Estate,13272000.0
TL00829,R375,Term Loan,C&I Term,2971000.0,7.0,3.58,Fixed,0.0213,0.005,5,Unsecured,2971000.0
TL00830,R246,Term Loan,C&I Term,7844000.0,5.0,1.33,Floating,0.022,0.01,5,Senior Secured,7844000.0
TL00831,R393,Term Loan,C&I Term,453000.0,7.0,5.03,Floating,0.016,0.01,2,Senior Secured,453000.0
TL00832,R076,Term Loan,C&I Term,680000.0,5.0,3.92,Floating,0.0246,0.005,5,Senior Secured,680000.0
TL00833,R006,Term Loan,C&I Term,15776000.0,3.0,1.02,Fixed,0.0236,0.005,5,Senior Secured,15776000.0
TL00834,R371,Term Loan,CRE Term,3505000.0,5.0,3.78,Fixed,0.0289,0.0075,7,Real Estate,3505000.0
TL00835,R312,Term Loan,Equipment Finance,226000.0,5.0,1.72,Floating,0.0219,0.005,5,Senior Secured,226000.0
TL00836,R394,Term Loan,CRE Term,11844000.0,7.0,2.17,Floating,0.0188,0.0075,4,Real Estate,11844000.0
TL00837,R003,Term Loan,CRE Term,9794000.0,7.0,2.23,Floating,0.0136,0.005,5,Real Estate,9794000.0
TL00838,R449,Term Loan,CRE Term,291000.0,7.0,4.75,Floating,0.0283,0.01,6,Real Estate,291000.0
TL00839,R073,Term Loan,C&I Term,357000.0,3.0,2.47,Floating,0.0242,0.0075,6,Unsecured,357000.0
TL00840,R437,Term Loan,CRE Term,387000.0,5.0,3.39,Floating,0.0235,0.01,5,Real Estate,387000.0
TL00841,R323,Term Loan,CRE Term,1294000.0,3.0,2.54,Fixed,0.0239,0.01,5,Real Estate,1294000.0
TL00842,R456,Term Loan,C&I Term,1247000.0,7.0,4.71,Floating,0.0163,0.005,4,Senior Secured,1247000.0
TL00843,R118,Term Loan,C&I Term,2182000.0,3.0,2.51,Floating,0.0199,0.005,5,Senior Secured,2182000.0
TL00844,R243,Term Loan,Equipment Finance,2541000.0,5.0,4.91,Floating,0.0317,0.0025,7,Senior Secured,2541000.0
TL00845,R059,Term Loan,CRE Term,542000.0,7.0,3.59,Floating,0.0173,0.0075,3,Real Estate,542000.0
TL00846,R245,Term Loan,C&I Term,2834000.0,7.0,2.24,Floating,0.0179,0.0075,4,Senior Secured,2834000.0
TL00847,R013,Term Loan,CRE Term,1351000.0,5.0,1.54,Floating,0.0219,0.005,5,Real Estate,1351000.0
TL00848,R330,Term Loan,C&I Term,4744000.0,5.0,3.39,Floating,0.0305,0.0025,7,Senior Secured,4744000.0
TL00849,R136,Term Loan,C&I Term,699000.0,7.0,4.46,Floating,0.0273,0.01,6,Unsecured,699000.0
TL00850,R379,Term Loan,C&I Term,2704000.0,5.0,1.74,Floating,0.0297,0.0025,9,Senior Secured,2704000.0
TL00851,R322,Term Loan,C&I Term,2399000.0,3.0,2.72,Floating,0.0235,0.0075,4,Unsecured,2399000.0
TL00852,R141,Term Loan,CRE Term,656000.0,7.0,6.76,Floating,0.0218,0.0025,4,Real Estate,656000.0
TL00853,R203,Term Loan,C&I Term,852000.0,5.0,2.01,Floating,0.0246,0.0025,6,Senior Secured,852000.0
TL00854,R419,Term Loan,CRE Term,3107000.0,5.0,1.83,Floating,0.0136,0.01,3,Real Estate,3107000.0
TL00855,R309,Term Loan,C&I Term,1182000.0,3.0,1.11,Floating,0.036,0.0075,9,Senior Secured,1182000.0
TL00856,R312,Term Loan,CRE Term,754000.0,5.0,2.55,Floating,0.0234,0.0025,5,Real Estate,754000.0
TL00857,R152,Term Loan,CRE Term,2758000.0,5.0,4.41,Floating,0.0186,0.0025,5,Real Estate,2758000.0
TL00858,R001,Term Loan,CRE Term,60833000.0,5.0,3.38,Fixed,0.0152,0.005,4,Real Estate,60833000.0
TL00859,R001,Term Loan,CRE Term,12957000.0,5.0,1.27,Floating,0.0219,0.0075,3,Real Estate,12957000.0
TL00860,R001,Term Loan,Equipment Finance,29400000.0,5.0,2.89,Floating,0.0161,0.005,4,Senior Secured,29400000.0
TL00861,R152,Term Loan,CRE Term,3012000.0,7.0,1.91,Floating,0.0231,0.01,6,Real Estate,3012000.0
TL00862,R369,Term Loan,CRE Term,2430000.0,10.0,5.25,Fixed,0.0197,0.0075,5,Real Estate,2430000.0
TL00863,R317,Term Loan,CRE Term,1343000.0,3.0,1.57,Floating,0.0266,0.0075,5,Real Estate,1343000.0
TL00864,R187,Term Loan,C&I Term,471000.0,3.0,2.16,Fixed,0.0159,0.005,2,Senior Secured,471000.0
TL00865,R475,Term Loan,C&I Term,1116000.0,7.0,4.48,Floating,0.0257,0.0075,5,Unsecured,1116000.0
TL00866,R029,Term Loan,C&I Term,797000.0,10.0,9.0,Fixed,0.0228,0.01,5,Senior Secured,797000.0
TL00867,R330,Term Loan,C&I Term,2858000.0,7.0,1.49,Floating,0.0309,0.0025,7,Unsecured,2858000.0
TL00868,R359,Term Loan,C&I Term,722000.0,3.0,2.46,Floating,0.0201,0.0075,5,Unsecured,722000.0
TL00869,R010,Term Loan,C&I Term,8708000.0,5.0,1.09,Floating,0.0199,0.01,5,Senior Secured,8708000.0
TL00870,R404,Term Loan,CRE Term,2013000.0,3.0,1.33,Floating,0.0257,0.005,6,Real Estate,2013000.0
TL00871,R007,Term Loan,C&I Term,9958000.0,7.0,6.33,Fixed,0.0287,0.01,7,Unsecured,9958000.0
TL00872,R334,Term Loan,Equipment Finance,296000.0,5.0,3.76,Fixed,0.0258,0.005,6,Senior Secured,296000.0
TL00873,R224,Term Loan,C&I Term,724000.0,5.0,1.69,Floating,0.0234,0.0025,6,Senior Secured,724000.0
TL00874,R069,Term Loan,CRE Term,1170000.0,5.0,2.96,Floating,0.0196,0.01,4,Real Estate,1170000.0
TL00875,R234,Term Loan,C&I Term,1598000.0,5.0,3.89,Floating,0.018,0.005,5,Senior Secured,1598000.0
TL00876,R245,Term Loan,C&I Term,5900000.0,5.0,4.75,Floating,0.0136,0.01,4,Senior Secured,5900000.0
TL00877,R105,Term Loan,C&I Term,4843000.0,3.0,2.12,Floating,0.0299,0.005,7,Unsecured,4843000.0
TL00878,R153,Term Loan,CRE Term,700000.0,5.0,1.1,Floating,0.0297,0.005,8,Real Estate,700000.0
TL00879,R287,Term Loan,C&I Term,1602000.0,7.0,4.2,Floating,0.0215,0.0075,5,Unsecured,1602000.0
TL00880,R430,Term Loan,Equipment Finance,903000.0,7.0,2.26,Fixed,0.0215,0.005,4,Senior Secured,903000.0
TL00881,R377,Term Loan,C&I Term,529000.0,5.0,1.19,Fixed,0.0257,0.01,5,Senior Secured,529000.0
TL00882,R007,Term Loan,CRE Term,19835000.0,7.0,4.75,Fixed,0.0261,0.0025,7,Real Estate,19835000.0
TL00883,R089,Term Loan,C&I Term,2530000.0,7.0,5.75,Floating,0.027,0.0025,5,Senior Secured,2530000.0
TL00884,R139,Term Loan,CRE Term,2809000.0,3.0,0.69,Fixed,0.0207,0.0025,4,Real Estate,2809000.0
TL00885,R009,Term Loan,C&I Term,6735000.0,3.0,2.48,Floating,0.017,0.005,4,Senior Secured,6735000.0
TL00886,R354,Term Loan,C&I Term,3378000.0,5.0,3.83,Floating,0.02,0.0025,4,Senior Secured,3378000.0
TL00887,R007,Term Loan,C&I Term,7382000.0,5.0,4.01,Floating,0.0214,0.005,7,Senior Secured,7382000.0
TL00888,R315,Term Loan,C&I Term,6653000.0,3.0,1.19,Fixed,0.0246,0.0025,5,Senior Secured,6653000.0
TL00889,R343,Term Loan,C&I Term,874000.0,3.0,1.54,Floating,0.0161,0.01,5,Senior Secured,874000.0
TL00890,R468,Term Loan,Equipment Finance,1099000.0,3.0,0.89,Fixed,0.0179,0.0025,4,Senior Secured,1099000.0
TL00891,R106,Term Loan,C&I Term,190000.0,5.0,1.96,Floating,0.0167,0.01,3,Senior Secured,190000.0
TL00892,R126,Term Loan,C&I Term,3098000.0,5.0,2.21,Fixed,0.0286,0.01,8,Senior Secured,3098000.0
TL00893,R426,Term Loan,Equipment Finance,4242000.0,3.0,1.37,Floating,0.0183,0.0075,4,Senior Secured,4242000.0
TL00894,R485,Term Loan,C&I Term,947000.0,7.0,2.38,Fixed,0.0352,0.01,8,Senior Secured,947000.0
TL00895,R100,Term Loan,C&I Term,5358000.0,5.0,1.75,Floating,0.0222,0.01,4,Senior Secured,5358000.0
