account_id,relationship_id,product,sub_type,commitment,utilization,balance,tenor_yrs,rate_type,spread,unused_fee,orig_fee_pct,rating,collateral,remaining_yrs
RV01515,R406,Revolver,Working Capital Line,788000.0,0.313,246700.0,1.0,Floating,0.0205,0.0015,0.001,6,Unsecured,0.25
RV01516,R320,Revolver,Working Capital Line,5897000.0,0.126,744400.0,1.0,Floating,0.0188,0.0035,0.005,4,Senior Secured,0.79
RV01517,R003,Revolver,Working Capital Line,8954000.0,0.412,3692900.0,1.0,Floating,0.0204,0.0035,0.0025,6,Senior Secured,0.95
RV01518,R454,Revolver,Corporate RCF,1194000.0,0.663,791600.0,5.0,Floating,0.0227,0.002,0.0025,7,Senior Secured,4.37
RV01519,R104,Revolver,Corporate RCF,1178000.0,0.127,149900.0,1.0,Floating,0.0142,0.002,0.005,2,Unsecured,0.74
RV01520,R499,Revolver,Working Capital Line,1213000.0,0.569,690600.0,3.0,Floating,0.0157,0.002,0.005,5,Unsecured,0.89
RV01521,R242,Revolver,Working Capital Line,1396000.0,0.387,540100.0,1.0,Floating,0.0234,0.0025,0.001,6,Unsecured,0.99
RV01522,R164,Revolver,Working Capital Line,6716000.0,0.412,2764100.0,3.0,Floating,0.0221,0.0035,0.0025,5,Senior Secured,1.43
RV01523,R415,Revolver,Working Capital Line,506000.0,0.371,187800.0,1.0,Floating,0.0123,0.0025,0.0025,1,Senior Secured,0.71
RV01524,R085,Revolver,Working Capital Line,1608000.0,0.606,975200.0,5.0,Floating,0.0259,0.0035,0.001,8,Senior Secured,2.09
RV01525,R240,Revolver,ABL Revolver,187000.0,0.29,54200.0,3.0,Floating,0.0197,0.0015,0.001,5,Senior Secured,2.59
RV01526,R006,Revolver,Corporate RCF,6593000.0,0.362,2383900.0,1.0,Floating,0.0244,0.0035,0.005,6,Senior Secured,0.5
RV01527,R300,Revolver,Working Capital Line,688000.0,0.488,336000.0,1.0,Floating,0.0118,0.0035,0.005,1,Senior Secured,0.51
RV01528,R259,Revolver,ABL Revolver,3244000.0,0.178,576600.0,2.0,Floating,0.0233,0.002,0.005,5,Unsecured,0.41
RV01529,R228,Revolver,Working Capital Line,2297000.0,0.459,1054700.0,3.0,Floating,0.0342,0.0015,0.001,8,Unsecured,1.98
RV01530,R301,Revolver,Working Capital Line,1523000.0,0.785,1195700.0,5.0,Floating,0.0197,0.0015,0.0025,5,Senior Secured,2.0
RV01531,R423,Revolver,Working Capital Line,181000.0,0.229,41500.0,2.0,Floating,0.0186,0.0035,0.001,4,Unsecured,1.87
RV01532,R030,Revolver,ABL Revolver,642000.0,0.506,324600.0,5.0,Floating,0.0284,0.0015,0.001,8,Senior Secured,4.13
RV01533,R269,Revolver,ABL Revolver,1234000.0,0.325,401100.0,1.0,Floating,0.0167,0.0015,0.005,5,Unsecured,0.96
RV01534,R383,Revolver,Working Capital Line,8179000.0,0.143,1173700.0,5.0,Floating,0.0205,0.0015,0.001,5,Senior Secured,2.56
RV01535,R063,Revolver,Working Capital Line,484000.0,0.598,289500.0,5.0,Floating,0.0251,0.0015,0.005,8,Unsecured,3.65
RV01536,R297,Revolver,ABL Revolver,941000.0,0.315,296800.0,3.0,Floating,0.0225,0.0035,0.001,6,Senior Secured,1.68
RV01537,R128,Revolver,Corporate RCF,988000.0,0.145,143600.0,5.0,Floating,0.0094,0.0015,0.0025,2,Unsecured,4.64
RV01538,R005,Revolver,Corporate RCF,1757000.0,0.577,1013200.0,2.0,Floating,0.0158,0.0035,0.0025,4,Unsecured,0.92
RV01539,R005,Revolver,Working Capital Line,4574000.0,0.747,3416400.0,3.0,Floating,0.0168,0.002,0.005,5,Senior Secured,1.39
RV01540,R442,Revolver,Corporate RCF,1269000.0,0.705,894500.0,1.0,Floating,0.0255,0.0025,0.005,8,Senior Secured,0.49
RV01541,R411,Revolver,Working Capital Line,952000.0,0.352,335500.0,1.0,Floating,0.0308,0.0025,0.0025,8,Unsecured,0.6
RV01542,R221,Revolver,ABL Revolver,334000.0,0.422,140800.0,3.0,Floating,0.0139,0.0035,0.005,3,Senior Secured,2.73
RV01543,R484,Revolver,Working Capital Line,1587000.0,0.569,902900.0,5.0,Floating,0.0254,0.0025,0.001,7,Senior Secured,1.83
RV01544,R254,Revolver,Working Capital Line,2209000.0,0.463,1022300.0,5.0,Floating,0.0159,0.0015,0.005,4,Unsecured,3.61
RV01545,R394,Revolver,Working Capital Line,4489000.0,0.498,2234600.0,3.0,Floating,0.023,0.0035,0.0025,5,Senior Secured,1.33
RV01546,R318,Revolver,Corporate RCF,2638000.0,0.175,461400.0,5.0,Floating,0.0184,0.0015,0.005,4,Senior Secured,1.33
RV01547,R007,Revolver,Working Capital Line,3025000.0,0.265,800200.0,3.0,Floating,0.0218,0.0025,0.005,7,Senior Secured,2.89
RV01548,R125,Revolver,ABL Revolver,2791000.0,0.303,845700.0,3.0,Floating,0.0169,0.0035,0.0025,5,Senior Secured,2.49
RV01549,R062,Revolver,ABL Revolver,847000.0,0.094,79500.0,1.0,Floating,0.0397,0.0025,0.005,10,Senior Secured,0.96
RV01550,R159,Revolver,Corporate RCF,3694000.0,0.408,1507300.0,2.0,Floating,0.0247,0.002,0.005,5,Senior Secured,1.04
RV01551,R008,Revolver,ABL Revolver,7366000.0,0.37,2722000.0,2.0,Floating,0.0274,0.002,0.0025,7,Unsecured,1.61
RV01552,R003,Revolver,Corporate RCF,1163000.0,0.647,752700.0,3.0,Floating,0.0182,0.0035,0.001,5,Senior Secured,2.16
RV01553,R005,Revolver,ABL Revolver,15772000.0,0.787,12407700.0,3.0,Floating,0.0204,0.0025,0.0025,6,Unsecured,2.09
RV01554,R403,Revolver,Corporate RCF,591000.0,0.244,144200.0,5.0,Floating,0.0271,0.0035,0.001,7,Unsecured,1.16
RV01555,R050,Revolver,Working Capital Line,1885000.0,0.503,948800.0,5.0,Floating,0.0217,0.0035,0.005,6,Unsecured,1.29
RV01556,R116,Revolver,ABL Revolver,715000.0,0.209,149200.0,3.0,Floating,0.0215,0.0025,0.0025,6,Senior Secured,1.07
RV01557,R009,Revolver,ABL Revolver,31624000.0,0.33,10446700.0,3.0,Floating,0.018,0.002,0.005,4,Senior Secured,2.4
RV01558,R472,Revolver,ABL Revolver,1654000.0,0.327,541200.0,3.0,Floating,0.0262,0.0025,0.0025,7,Senior Secured,2.52
RV01559,R434,Revolver,ABL Revolver,3637000.0,0.248,900500.0,3.0,Floating,0.0157,0.002,0.001,4,Unsecured,2.15
RV01560,R096,Revolver,ABL Revolver,1793000.0,0.358,641100.0,2.0,Floating,0.0282,0.0015,0.005,7,Unsecured,0.71
RV01561,R311,Revolver,Working Capital Line,382000.0,0.219,83500.0,5.0,Floating,0.0196,0.002,0.0025,5,Senior Secured,4.11
RV01562,R284,Revolver,Working Capital Line,2890000.0,0.311,898500.0,5.0,Floating,0.0083,0.002,0.005,2,Unsecured,1.45
RV01563,R081,Revolver,Working Capital Line,2475000.0,0.729,1804300.0,3.0,Floating,0.0128,0.0015,0.001,3,Senior Secured,2.75
RV01564,R005,Revolver,Working Capital Line,6936000.0,0.401,2778700.0,2.0,Floating,0.0156,0.002,0.0025,4,Senior Secured,1.02
RV01565,R183,Revolver,Corporate RCF,834000.0,0.459,382800.0,2.0,Floating,0.0267,0.0025,0.0025,7,Senior Secured,1.56
RV01566,R081,Revolver,Corporate RCF,1751000.0,0.175,305600.0,5.0,Floating,0.021,0.0015,0.005,5,Senior Secured,1.68
RV01567,R318,Revolver,Working Capital Line,1296000.0,0.353,457500.0,5.0,Floating,0.0204,0.0015,0.005,4,Unsecured,2.26
RV01568,R380,Revolver,Working Capital Line,821000.0,0.213,174700.0,5.0,Floating,0.0174,0.0035,0.005,4,Unsecured,2.98
RV01569,R157,Revolver,Corporate RCF,543000.0,0.671,364500.0,3.0,Floating,0.0114,0.0035,0.001,2,Senior Secured,1.79
RV01570,R286,Revolver,Corporate RCF,604000.0,0.592,357500.0,3.0,Floating,0.026,0.002,0.0025,6,Senior Secured,0.83
RV01571,R006,Revolver,Corporate RCF,7797000.0,0.203,1579600.0,1.0,Floating,0.0202,0.0015,0.0025,5,Unsecured,0.64
RV01572,R315,Revolver,Working Capital Line,10013000.0,0.326,3264400.0,3.0,Floating,0.0203,0.002,0.001,5,Unsecured,0.78
RV01573,R420,Revolver,Working Capital Line,673000.0,0.339,228500.0,2.0,Floating,0.0269,0.0015,0.001,7,Senior Secured,1.88
RV01574,R197,Revolver,Corporate RCF,473000.0,0.172,81400.0,5.0,Floating,0.0197,0.0035,0.005,5,Senior Secured,2.69
RV01575,R213,Revolver,Working Capital Line,31312000.0,0.352,11024400.0,1.0,Floating,0.0184,0.0015,0.001,5,Unsecured,0.55
RV01576,R214,Revolver,ABL Revolver,597000.0,0.618,368900.0,5.0,Floating,0.0195,0.0025,0.0025,3,Senior Secured,3.31
RV01577,R229,Revolver,Corporate RCF,2227000.0,0.382,849900.0,2.0,Floating,0.0168,0.002,0.005,4,Senior Secured,1.65
RV01578,R006,Revolver,Corporate RCF,5322000.0,0.582,3097800.0,1.0,Floating,0.0186,0.002,0.005,5,Senior Secured,0.26
RV01579,R163,Revolver,ABL Revolver,2061000.0,0.432,889500.0,3.0,Floating,0.0149,0.0035,0.0025,4,Senior Secured,2.29
RV01580,R270,Revolver,ABL Revolver,945000.0,0.395,372900.0,3.0,Floating,0.025,0.002,0.005,6,Senior Secured,2.79
RV01581,R253,Revolver,Corporate RCF,2019000.0,0.121,244400.0,3.0,Floating,0.0155,0.0035,0.005,4,Senior Secured,1.65
RV01582,R460,Revolver,Working Capital Line,3803000.0,0.187,709500.0,3.0,Floating,0.0297,0.0035,0.001,7,Senior Secured,0.63
RV01583,R239,Revolver,Working Capital Line,6970000.0,0.296,2059900.0,3.0,Floating,0.0159,0.002,0.005,2,Senior Secured,1.19
RV01584,R022,Revolver,ABL Revolver,2255000.0,0.273,616100.0,1.0,Floating,0.0302,0.002,0.005,8,Unsecured,0.95
RV01585,R316,Revolver,ABL Revolver,3190000.0,0.716,2284300.0,5.0,Floating,0.0209,0.0015,0.005,5,Senior Secured,1.47
RV01586,R006,Revolver,Working Capital Line,10305000.0,0.465,4790300.0,5.0,Floating,0.0183,0.0035,0.0025,5,Senior Secured,1.05
RV01587,R015,Revolver,Corporate RCF,2391000.0,0.221,529500.0,3.0,Floating,0.0178,0.0025,0.001,4,Unsecured,2.85
RV01588,R105,Revolver,Working Capital Line,973000.0,0.59,573900.0,1.0,Floating,0.0327,0.002,0.001,9,Unsecured,0.89
RV01589,R046,Revolver,ABL Revolver,25045000.0,0.537,13452200.0,3.0,Floating,0.0181,0.0025,0.0025,4,Unsecured,1.7
RV01590,R252,Revolver,ABL Revolver,556000.0,0.143,79400.0,1.0,Floating,0.0227,0.002,0.001,5,Senior Secured,0.2
RV01591,R201,Revolver,ABL Revolver,1928000.0,0.369,711500.0,5.0,Floating,0.0161,0.0025,0.0025,4,Unsecured,3.34
RV01592,R275,Revolver,Corporate RCF,888000.0,0.69,612800.0,1.0,Floating,0.0182,0.0035,0.0025,3,Unsecured,0.85
RV01593,R493,Revolver,Working Capital Line,304000.0,0.166,50600.0,1.0,Floating,0.0171,0.002,0.005,4,Unsecured,0.43
RV01594,R169,Revolver,Corporate RCF,6353000.0,0.355,2254700.0,1.0,Floating,0.0136,0.0025,0.0025,3,Senior Secured,0.34
RV01595,R097,Revolver,Corporate RCF,6799000.0,0.695,4724700.0,3.0,Floating,0.0158,0.0025,0.0025,3,Senior Secured,2.77
RV01596,R120,Revolver,Working Capital Line,1587000.0,0.47,746100.0,3.0,Floating,0.0188,0.0015,0.0025,4,Senior Secured,2.44
RV01597,R419,Revolver,ABL Revolver,1205000.0,0.293,353600.0,3.0,Floating,0.0116,0.0015,0.001,3,Unsecured,1.68
RV01598,R240,Revolver,Corporate RCF,1074000.0,0.259,277900.0,2.0,Floating,0.0169,0.002,0.005,4,Senior Secured,1.85
RV01599,R311,Revolver,ABL Revolver,2168000.0,0.71,1539200.0,5.0,Floating,0.0164,0.002,0.0025,5,Senior Secured,3.43
RV01600,R306,Revolver,Corporate RCF,6492000.0,0.112,725600.0,2.0,Floating,0.0305,0.0015,0.001,9,Unsecured,1.91
RV01601,R094,Revolver,Working Capital Line,3464000.0,0.564,1953800.0,1.0,Floating,0.025,0.0035,0.005,7,Unsecured,0.28
RV01602,R003,Revolver,Working Capital Line,5925000.0,0.364,2158200.0,3.0,Floating,0.0169,0.0025,0.001,4,Unsecured,1.65
RV01603,R016,Revolver,Working Capital Line,4255000.0,0.486,2067100.0,3.0,Floating,0.0247,0.0015,0.001,7,Unsecured,2.23
RV01604,R031,Revolver,Working Capital Line,4653000.0,0.442,2056200.0,3.0,Floating,0.0168,0.0035,0.001,4,Senior Secured,1.58
RV01605,R005,Revolver,Working Capital Line,7213000.0,0.31,2233100.0,2.0,Floating,0.0199,0.002,0.0025,5,Unsecured,0.96
RV01606,R103,Revolver,Working Capital Line,986000.0,0.64,630800.0,3.0,Floating,0.0248,0.0035,0.005,5,Senior Secured,2.27
RV01607,R096,Revolver,Working Capital Line,1288000.0,0.249,320400.0,1.0,Floating,0.0217,0.0015,0.005,6,Senior Secured,0.68
RV01608,R080,Revolver,Working Capital Line,7431000.0,0.278,2062900.0,2.0,Floating,0.0255,0.0015,0.001,6,Senior Secured,0.85
RV01609,R036,Revolver,Working Capital Line,2718000.0,0.311,846200.0,2.0,Floating,0.0131,0.0015,0.001,2,Unsecured,1.11
RV01610,R314,Revolver,Corporate RCF,731000.0,0.561,410200.0,3.0,Floating,0.02,0.002,0.005,6,Senior Secured,2.3
RV01611,R232,Revolver,Corporate RCF,1115000.0,0.416,463700.0,1.0,Floating,0.0219,0.0035,0.0025,6,Senior Secured,0.7
RV01612,R070,Revolver,Working Capital Line,7766000.0,0.501,3893300.0,1.0,Floating,0.0202,0.0025,0.0025,7,Senior Secured,0.56
RV01613,R341,Revolver,Corporate RCF,190000.0,0.405,76900.0,2.0,Floating,0.0213,0.0015,0.005,5,Unsecured,0.82
RV01614,R051,Revolver,Working Capital Line,590000.0,0.298,176100.0,2.0,Floating,0.0185,0.002,0.001,5,Unsecured,0.58
RV01615,R266,Revolver,ABL Revolver,5418000.0,0.329,1783300.0,1.0,Floating,0.0266,0.002,0.001,7,Senior Secured,0.87
RV01616,R257,Revolver,ABL Revolver,1154000.0,0.082,94600.0,3.0,Floating,0.0258,0.0025,0.0025,5,Senior Secured,2.57
RV01617,R421,Revolver,Corporate RCF,319000.0,0.631,201200.0,2.0,Floating,0.0239,0.0035,0.001,5,Unsecured,1.38
RV01618,R237,Revolver,Working Capital Line,979000.0,0.225,220300.0,2.0,Floating,0.0192,0.0015,0.001,5,Senior Secured,1.31
RV01619,R170,Revolver,Corporate RCF,2210000.0,0.521,1152100.0,3.0,Floating,0.0327,0.0015,0.0025,10,Senior Secured,0.93
RV01620,R091,Revolver,Working Capital Line,89000.0,0.263,23400.0,2.0,Floating,0.0289,0.0025,0.001,7,Senior Secured,1.11
RV01621,R072,Revolver,ABL Revolver,3099000.0,0.108,333200.0,3.0,Floating,0.0215,0.0015,0.0025,6,Unsecured,1.76
RV01622,R067,Revolver,Working Capital Line,630000.0,0.612,385500.0,3.0,Floating,0.0143,0.0025,0.0025,2,Unsecured,1.71
RV01623,R357,Revolver,Working Capital Line,201000.0,0.509,102300.0,3.0,Floating,0.0234,0.002,0.005,4,Senior Secured,1.18
RV01624,R033,Revolver,Working Capital Line,949000.0,0.265,251100.0,3.0,Floating,0.0193,0.002,0.005,4,Unsecured,0.9
RV01625,R130,Revolver,Corporate RCF,2338000.0,0.391,913700.0,2.0,Floating,0.0259,0.0015,0.0025,6,Senior Secured,1.89
RV01626,R469,Revolver,Working Capital Line,862000.0,0.715,616600.0,1.0,Floating,0.0256,0.0035,0.001,6,Unsecured,0.65
RV01627,R095,Revolver,Working Capital Line,1933000.0,0.148,285700.0,2.0,Floating,0.0196,0.0015,0.0025,5,Senior Secured,1.78
RV01628,R106,Revolver,Working Capital Line,352000.0,0.493,173500.0,5.0,Floating,0.0185,0.0015,0.0025,4,Senior Secured,3.69
RV01629,R470,Revolver,Working Capital Line,238000.0,0.162,38500.0,1.0,Floating,0.016,0.0025,0.0025,4,Senior Secured,0.86
RV01630,R207,Revolver,Corporate RCF,473000.0,0.069,32800.0,1.0,Floating,0.0233,0.0015,0.0025,5,Senior Secured,0.37
RV01631,R128,Revolver,Working Capital Line,1910000.0,0.228,435600.0,3.0,Floating,0.0129,0.0015,0.001,3,Senior Secured,0.85
RV01632,R014,Revolver,Working Capital Line,1087000.0,0.204,222300.0,3.0,Floating,0.0221,0.0015,0.001,5,Unsecured,2.07
RV01633,R462,Revolver,Working Capital Line,828000.0,0.607,502400.0,5.0,Floating,0.0286,0.0025,0.0025,7,Unsecured,3.2
RV01634,R094,Revolver,ABL Revolver,346000.0,0.27,93300.0,1.0,Floating,0.0197,0.0035,0.001,5,Senior Secured,0.28
RV01635,R273,Revolver,Working Capital Line,1888000.0,0.265,500400.0,5.0,Floating,0.0221,0.0035,0.001,6,Unsecured,3.45
RV01636,R060,Revolver,Working Capital Line,1711000.0,0.361,617000.0,3.0,Floating,0.026,0.0035,0.0025,7,Unsecured,1.04
RV01637,R306,Revolver,Working Capital Line,1388000.0,0.555,770700.0,3.0,Floating,0.0329,0.0015,0.005,10,Unsecured,0.86
RV01638,R373,Revolver,Working Capital Line,574000.0,0.554,318300.0,2.0,Floating,0.0154,0.0015,0.001,3,Senior Secured,1.98
RV01639,R397,Revolver,ABL Revolver,252000.0,0.138,34800.0,2.0,Floating,0.0245,0.0015,0.001,7,Senior Secured,1.29
RV01640,R240,Revolver,ABL Revolver,480000.0,0.441,211600.0,1.0,Floating,0.0134,0.0015,0.0025,3,Unsecured,0.46
RV01641,R349,Revolver,Working Capital Line,571000.0,0.276,157700.0,3.0,Floating,0.0218,0.0015,0.001,5,Senior Secured,0.84
RV01642,R008,Revolver,Working Capital Line,3246000.0,0.166,539500.0,1.0,Floating,0.0222,0.0025,0.005,6,Senior Secured,0.93
RV01643,R498,Revolver,Working Capital Line,608000.0,0.177,107400.0,1.0,Floating,0.0145,0.0015,0.005,3,Senior Secured,0.95
RV01644,R046,Revolver,ABL Revolver,5513000.0,0.643,3547400.0,1.0,Floating,0.0146,0.0015,0.001,4,Senior Secured,0.41
RV01645,R322,Revolver,Working Capital Line,2557000.0,0.416,1064300.0,5.0,Floating,0.0202,0.002,0.001,4,Senior Secured,2.74
RV01646,R199,Revolver,Working Capital Line,2148000.0,0.392,842700.0,1.0,Floating,0.0226,0.0035,0.0025,6,Senior Secured,0.72
RV01647,R199,Revolver,Corporate RCF,227000.0,0.339,77000.0,2.0,Floating,0.0276,0.002,0.0025,6,Senior Secured,0.58
RV01648,R038,Revolver,Working Capital Line,2009000.0,0.612,1228900.0,3.0,Floating,0.0148,0.002,0.005,3,Senior Secured,1.89
RV01649,R177,Revolver,Working Capital Line,462000.0,0.677,312700.0,5.0,Floating,0.021,0.0015,0.005,5,Senior Secured,1.87
RV01650,R051,Revolver,Working Capital Line,600000.0,0.268,160800.0,3.0,Floating,0.0198,0.0025,0.0025,5,Senior Secured,1.14
RV01651,R095,Revolver,Working Capital Line,1032000.0,0.206,212400.0,3.0,Floating,0.0184,0.002,0.005,4,Senior Secured,2.05
RV01652,R231,Revolver,Corporate RCF,2792000.0,0.128,358400.0,1.0,Floating,0.0333,0.0035,0.001,7,Senior Secured,0.45
RV01653,R100,Revolver,ABL Revolver,1274000.0,0.471,600200.0,1.0,Floating,0.0144,0.0015,0.001,3,Senior Secured,0.64
RV01654,R314,Revolver,Working Capital Line,2197000.0,0.244,535100.0,1.0,Floating,0.0261,0.0035,0.005,6,Unsecured,0.41
RV01655,R192,Revolver,ABL Revolver,1797000.0,0.318,570900.0,2.0,Floating,0.0181,0.0025,0.001,4,Senior Secured,1.18
RV01656,R363,Revolver,ABL Revolver,352000.0,0.177,62300.0,2.0,Floating,0.0258,0.002,0.001,6,Senior Secured,1.89
RV01657,R089,Revolver,ABL Revolver,342000.0,0.308,105400.0,3.0,Floating,0.014,0.002,0.0025,4,Senior Secured,1.76
RV01658,R477,Revolver,ABL Revolver,1119000.0,0.221,247100.0,2.0,Floating,0.0246,0.0035,0.0025,5,Unsecured,1.2
RV01659,R344,Revolver,Working Capital Line,13483000.0,0.187,2520700.0,3.0,Floating,0.0242,0.0025,0.0025,6,Senior Secured,1.78
RV01660,R232,Revolver,ABL Revolver,1277000.0,0.131,167900.0,1.0,Floating,0.0258,0.0015,0.001,7,Unsecured,0.89
RV01661,R396,Revolver,ABL Revolver,629000.0,0.224,141100.0,5.0,Floating,0.0281,0.0025,0.001,7,Senior Secured,3.73
RV01662,R003,Revolver,ABL Revolver,6197000.0,0.138,855900.0,5.0,Floating,0.0217,0.0025,0.005,6,Senior Secured,1.12
RV01663,R169,Revolver,ABL Revolver,2571000.0,0.174,447000.0,2.0,Floating,0.0128,0.002,0.001,3,Senior Secured,0.59
RV01664,R235,Revolver,Working Capital Line,5461000.0,0.053,287000.0,2.0,Floating,0.0187,0.0025,0.001,6,Senior Secured,1.32
RV01665,R207,Revolver,Corporate RCF,2675000.0,0.803,2147800.0,5.0,Floating,0.0188,0.0025,0.005,3,Unsecured,4.04
RV01666,R404,Revolver,Working Capital Line,1114000.0,0.534,594500.0,5.0,Floating,0.0231,0.002,0.0025,6,Unsecured,1.47
RV01667,R115,Revolver,ABL Revolver,973000.0,0.045,43800.0,2.0,Floating,0.0111,0.0015,0.0025,2,Senior Secured,1.2
RV01668,R320,Revolver,Working Capital Line,3461000.0,0.596,2062300.0,1.0,Floating,0.0168,0.0015,0.005,4,Senior Secured,0.71
RV01669,R345,Revolver,Working Capital Line,1375000.0,0.723,994500.0,5.0,Floating,0.0236,0.0025,0.005,5,Unsecured,2.6
RV01670,R259,Revolver,ABL Revolver,608000.0,0.275,167200.0,3.0,Floating,0.0141,0.0035,0.005,3,Senior Secured,2.26
RV01671,R036,Revolver,Working Capital Line,412000.0,0.316,130100.0,3.0,Floating,0.0164,0.002,0.001,3,Senior Secured,1.42
RV01672,R408,Revolver,Working Capital Line,6694000.0,0.801,5362000.0,1.0,Floating,0.0172,0.002,0.001,4,Senior Secured,0.7
RV01673,R197,Revolver,Working Capital Line,899000.0,0.377,339000.0,5.0,Floating,0.021,0.0025,0.0025,6,Senior Secured,4.06
RV01674,R153,Revolver,Working Capital Line,2070000.0,0.558,1154400.0,3.0,Floating,0.0337,0.0035,0.005,9,Unsecured,2.89
RV01675,R446,Revolver,Working Capital Line,3878000.0,0.095,366800.0,2.0,Floating,0.0173,0.0025,0.0025,3,Senior Secured,1.42
RV01676,R229,Revolver,ABL Revolver,4224000.0,0.054,226500.0,3.0,Floating,0.0165,0.0025,0.005,4,Unsecured,1.44
RV01677,R016,Revolver,ABL Revolver,3651000.0,0.327,1193600.0,2.0,Floating,0.0262,0.0025,0.001,7,Unsecured,1.55
RV01678,R256,Revolver,Corporate RCF,15703000.0,0.321,5039300.0,2.0,Floating,0.0237,0.0015,0.0025,6,Senior Secured,1.69
RV01679,R197,Revolver,Working Capital Line,1062000.0,0.507,537900.0,3.0,Floating,0.0244,0.0025,0.0025,6,Senior Secured,1.6
RV01680,R500,Revolver,Working Capital Line,991000.0,0.15,148700.0,3.0,Floating,0.0218,0.0035,0.0025,4,Senior Secured,1.47
RV01681,R158,Revolver,Corporate RCF,684000.0,0.477,326500.0,5.0,Floating,0.0201,0.0015,0.001,5,Senior Secured,1.61
RV01682,R167,Revolver,Working Capital Line,3561000.0,0.463,1650300.0,3.0,Floating,0.0256,0.0015,0.0025,7,Senior Secured,2.22
RV01683,R044,Revolver,ABL Revolver,825000.0,0.608,501500.0,2.0,Floating,0.0231,0.002,0.005,6,Senior Secured,1.11
RV01684,R280,Revolver,Working Capital Line,448000.0,0.598,268100.0,1.0,Floating,0.0188,0.0035,0.0025,5,Unsecured,0.31
RV01685,R120,Revolver,ABL Revolver,7157000.0,0.291,2084600.0,3.0,Floating,0.0145,0.0015,0.005,4,Senior Secured,1.95
RV01686,R342,Revolver,Working Capital Line,690000.0,0.437,301200.0,1.0,Floating,0.0266,0.0025,0.005,7,Senior Secured,0.99
RV01687,R007,Revolver,Working Capital Line,6651000.0,0.288,1914000.0,3.0,Floating,0.026,0.0015,0.001,7,Senior Secured,0.72
RV01688,R198,Revolver,ABL Revolver,2316000.0,0.345,799400.0,2.0,Floating,0.0235,0.0015,0.001,6,Unsecured,1.22
RV01689,R442,Revolver,ABL Revolver,462000.0,0.249,114900.0,2.0,Floating,0.0262,0.0015,0.0025,7,Senior Secured,1.9
RV01690,R390,Revolver,Working Capital Line,235000.0,0.523,122900.0,1.0,Floating,0.0301,0.0025,0.0025,9,Unsecured,0.97
RV01691,R457,Revolver,Working Capital Line,758000.0,0.834,632000.0,2.0,Floating,0.0268,0.0025,0.005,7,Unsecured,0.95
RV01692,R482,Revolver,ABL Revolver,1488000.0,0.094,139900.0,1.0,Floating,0.0182,0.002,0.001,4,Unsecured,0.34
RV01693,R007,Revolver,ABL Revolver,9273000.0,0.53,4915500.0,3.0,Floating,0.0252,0.0025,0.0025,7,Unsecured,1.61
RV01694,R254,Revolver,Working Capital Line,473000.0,0.44,207900.0,1.0,Floating,0.0241,0.0035,0.001,6,Unsecured,0.45
RV01695,R294,Revolver,Corporate RCF,932000.0,0.494,460700.0,5.0,Floating,0.0215,0.0035,0.0025,5,Senior Secured,2.93
RV01696,R279,Revolver,Corporate RCF,2073000.0,0.191,397000.0,3.0,Floating,0.0205,0.0025,0.0025,4,Unsecured,2.03
RV01697,R001,Revolver,Working Capital Line,20061000.0,0.087,1747400.0,3.0,Floating,0.0129,0.0025,0.005,3,Senior Secured,2.44
RV01698,R324,Revolver,Working Capital Line,415000.0,0.255,105900.0,5.0,Floating,0.0217,0.0015,0.005,5,Senior Secured,3.54
RV01699,R208,Revolver,Working Capital Line,485000.0,0.242,117500.0,5.0,Floating,0.0172,0.0025,0.001,5,Unsecured,4.57
RV01700,R313,Revolver,ABL Revolver,302000.0,0.614,185300.0,5.0,Floating,0.0172,0.0025,0.005,3,Senior Secured,3.94
RV01701,R006,Revolver,ABL Revolver,5276000.0,0.465,2453900.0,1.0,Floating,0.0182,0.0035,0.005,5,Senior Secured,0.61
RV01702,R349,Revolver,ABL Revolver,1195000.0,0.35,417900.0,2.0,Floating,0.0209,0.0025,0.001,5,Senior Secured,0.59
RV01703,R195,Revolver,Corporate RCF,5914000.0,0.352,2084100.0,3.0,Floating,0.021,0.0015,0.001,6,Senior Secured,2.53
RV01704,R431,Revolver,Working Capital Line,3216000.0,0.686,2206900.0,3.0,Floating,0.0277,0.0025,0.005,6,Unsecured,2.31
RV01705,R215,Revolver,ABL Revolver,2519000.0,0.354,892300.0,3.0,Floating,0.0186,0.0025,0.005,6,Unsecured,1.41
RV01706,R013,Revolver,Working Capital Line,1916000.0,0.524,1003900.0,3.0,Floating,0.0209,0.0035,0.001,4,Senior Secured,1.16
RV01707,R188,Revolver,Working Capital Line,1649000.0,0.734,1210900.0,1.0,Floating,0.0132,0.002,0.0025,2,Senior Secured,0.73
RV01708,R006,Revolver,Working Capital Line,4367000.0,0.51,2229100.0,1.0,Floating,0.015,0.0035,0.005,5,Senior Secured,0.27
RV01709,R110,Revolver,Working Capital Line,6997000.0,0.377,2636900.0,3.0,Floating,0.0276,0.002,0.001,6,Unsecured,2.49
RV01710,R360,Revolver,Corporate RCF,862000.0,0.098,84600.0,3.0,Floating,0.0133,0.002,0.0025,2,Senior Secured,1.14
RV01711,R080,Revolver,Working Capital Line,3271000.0,0.176,574200.0,5.0,Floating,0.0188,0.0035,0.005,6,Unsecured,3.37
