account_id,relationship_id,product,sub_type,deposit_type,balance,rate_paid,tenor_yrs
DP01003,R310,Deposit,Analyzed DDA,Operating,642900.0,0.0016,0.0
DP01004,R001,Deposit,Analyzed DDA,Operating,2446300.0,0.0028,0.0
DP01005,R114,Deposit,Money Market / Sweep,Non-Operating,234500.0,0.032,0.0
DP01006,R325,Deposit,Analyzed DDA,Operating,3762300.0,0.0064,0.0
DP01007,R162,Deposit,Analyzed DDA,Operating,346600.0,0.005,0.0
DP01008,R151,Deposit,Commercial CD,Time Deposit,217700.0,0.0357,1.0
DP01009,R079,Deposit,Money Market / Sweep,Non-Operating,717700.0,0.0342,0.0
DP01010,R001,Deposit,Analyzed DDA,Operating,4273800.0,0.0065,0.0
DP01011,R293,Deposit,Analyzed DDA,Operating,497800.0,0.0034,0.0
DP01012,R008,Deposit,Money Market / Sweep,Non-Operating,6279900.0,0.0342,0.0
DP01013,R403,Deposit,Analyzed DDA,Operating,421600.0,0.0064,0.0
DP01014,R322,Deposit,Commercial CD,Time Deposit,3377000.0,0.0336,0.5
DP01015,R002,Deposit,Analyzed DDA,Operating,966100.0,0.0049,0.0
DP01016,R309,Deposit,Analyzed DDA,Operating,1673600.0,0.0095,0.0
DP01017,R006,Deposit,Analyzed DDA,Operating,1617300.0,0.0035,0.0
DP01018,R154,Deposit,Money Market / Sweep,Non-Operating,94100.0,0.0336,0.0
DP01019,R358,Deposit,Money Market / Sweep,Non-Operating,219900.0,0.034,0.0
DP01020,R179,Deposit,Money Market / Sweep,Non-Operating,341000.0,0.0312,0.0
DP01021,R345,Deposit,Analyzed DDA,Operating,231900.0,0.0024,0.0
DP01022,R319,Deposit,Money Market / Sweep,Non-Operating,184200.0,0.0351,0.0
DP01023,R490,Deposit,Commercial CD,Time Deposit,3986200.0,0.039,0.5
DP01024,R001,Deposit,Analyzed DDA,Operating,1687600.0,0.0125,0.0
DP01025,R204,Deposit,Analyzed DDA,Operating,50600.0,0.0029,0.0
DP01026,R251,Deposit,Analyzed DDA,Operating,340700.0,0.0089,0.0
DP01027,R432,Deposit,Money Market / Sweep,Non-Operating,11219600.0,0.0353,0.0
DP01028,R343,Deposit,Analyzed DDA,Operating,166900.0,0.001,0.0
DP01029,R075,Deposit,Analyzed DDA,Operating,196700.0,0.0003,0.0
DP01030,R100,Deposit,Money Market / Sweep,Non-Operating,323000.0,0.031,0.0
DP01031,R475,Deposit,Money Market / Sweep,Non-Operating,2265700.0,0.0255,0.0
DP01032,R424,Deposit,Analyzed DDA,Operating,337600.0,0.0073,0.0
DP01033,R389,Deposit,Money Market / Sweep,Non-Operating,173800.0,0.0309,0.0
DP01034,R003,Deposit,Money Market / Sweep,Non-Operating,5795000.0,0.023,0.0
DP01035,R311,Deposit,Analyzed DDA,Operating,645500.0,0.0012,0.0
DP01036,R159,Deposit,Analyzed DDA,Operating,786900.0,0.0085,0.0
DP01037,R089,Deposit,Analyzed DDA,Operating,167200.0,0.0098,0.0
DP01038,R122,Deposit,Money Market / Sweep,Non-Operating,275000.0,0.0317,0.0
DP01039,R010,Deposit,Money Market / Sweep,Non-Operating,12423600.0,0.0352,0.0
DP01040,R264,Deposit,Money Market / Sweep,Non-Operating,728100.0,0.0225,0.0
DP01041,R414,Deposit,Analyzed DDA,Operating,3257500.0,0.0056,0.0
DP01042,R257,Deposit,Analyzed DDA,Operating,458200.0,0.0101,0.0
DP01043,R055,Deposit,Analyzed DDA,Operating,1391000.0,0.0086,0.0
DP01044,R004,Deposit,Analyzed DDA,Operating,5403700.0,0.0063,0.0
DP01045,R004,Deposit,Money Market / Sweep,Non-Operating,2387800.0,0.0264,0.0
DP01046,R304,Deposit,Commercial CD,Time Deposit,1019300.0,0.0373,2.0
DP01047,R003,Deposit,Analyzed DDA,Operating,1680100.0,0.0065,0.0
DP01048,R297,Deposit,Money Market / Sweep,Non-Operating,2264200.0,0.033,0.0
DP01049,R342,Deposit,Analyzed DDA,Operating,1325500.0,0.0103,0.0
DP01050,R470,Deposit,Money Market / Sweep,Non-Operating,360900.0,0.0347,0.0
DP01051,R354,Deposit,Money Market / Sweep,Non-Operating,402000.0,0.0279,0.0
DP01052,R340,Deposit,Money Market / Sweep,Non-Operating,552100.0,0.0232,0.0
DP01053,R324,Deposit,Commercial CD,Time Deposit,406900.0,0.0375,0.5
DP01054,R071,Deposit,Commercial CD,Time Deposit,1808800.0,0.0381,1.0
DP01055,R179,Deposit,Analyzed DDA,Operating,282200.0,0.0104,0.0
DP01056,R293,Deposit,Commercial CD,Time Deposit,107600.0,0.0331,2.0
DP01057,R004,Deposit,Money Market / Sweep,Non-Operating,3112000.0,0.0286,0.0
DP01058,R199,Deposit,Analyzed DDA,Operating,1026600.0,0.0007,0.0
DP01059,R002,Deposit,Analyzed DDA,Operating,11118400.0,0.0086,0.0
DP01060,R003,Deposit,Commercial CD,Time Deposit,4516500.0,0.0351,0.5
DP01061,R027,Deposit,Commercial CD,Time Deposit,256600.0,0.041,0.5
DP01062,R198,Deposit,Analyzed DDA,Operating,462800.0,0.002,0.0
DP01063,R159,Deposit,Analyzed DDA,Operating,251200.0,0.0027,0.0
DP01064,R009,Deposit,Analyzed DDA,Operating,402000.0,0.0049,0.0
DP01065,R471,Deposit,Analyzed DDA,Operating,618900.0,0.0079,0.0
DP01066,R146,Deposit,Money Market / Sweep,Non-Operating,805800.0,0.0323,0.0
DP01067,R494,Deposit,Analyzed DDA,Operating,369000.0,0.0099,0.0
DP01068,R058,Deposit,Money Market / Sweep,Non-Operating,355300.0,0.0309,0.0
DP01069,R001,Deposit,Analyzed DDA,Operating,12191800.0,0.0101,0.0
DP01070,R201,Deposit,Money Market / Sweep,Non-Operating,553400.0,0.0242,0.0
DP01071,R004,Deposit,Money Market / Sweep,Non-Operating,1695100.0,0.0322,0.0
DP01072,R092,Deposit,Commercial CD,Time Deposit,673400.0,0.0378,1.0
DP01073,R003,Deposit,Analyzed DDA,Operating,1978000.0,0.0088,0.0
DP01074,R394,Deposit,Analyzed DDA,Operating,708500.0,0.0111,0.0
DP01075,R032,Deposit,Analyzed DDA,Operating,2277100.0,0.0043,0.0
DP01076,R058,Deposit,Commercial CD,Time Deposit,165600.0,0.0383,1.0
DP01077,R297,Deposit,Commercial CD,Time Deposit,232500.0,0.0382,1.0
DP01078,R082,Deposit,Analyzed DDA,Operating,750200.0,0.0024,0.0
DP01079,R002,Deposit,Analyzed DDA,Operating,3838300.0,0.0125,0.0
DP01080,R489,Deposit,Money Market / Sweep,Non-Operating,122500.0,0.03,0.0
DP01081,R486,Deposit,Money Market / Sweep,Non-Operating,2879700.0,0.0333,0.0
DP01082,R004,Deposit,Money Market / Sweep,Non-Operating,1821500.0,0.0341,0.0
DP01083,R008,Deposit,Analyzed DDA,Operating,3153100.0,0.0123,0.0
DP01084,R149,Deposit,Commercial CD,Time Deposit,748600.0,0.0371,0.5
DP01085,R477,Deposit,Analyzed DDA,Operating,4204000.0,0.0062,0.0
DP01086,R039,Deposit,Money Market / Sweep,Non-Operating,963200.0,0.0284,0.0
DP01087,R067,Deposit,Analyzed DDA,Operating,192900.0,0.0052,0.0
DP01088,R304,Deposit,Analyzed DDA,Operating,795600.0,0.0062,0.0
DP01089,R136,Deposit,Analyzed DDA,Operating,3903200.0,0.0089,0.0
DP01090,R358,Deposit,Analyzed DDA,Operating,554100.0,0.0056,0.0
DP01091,R279,Deposit,Commercial CD,Time Deposit,1090700.0,0.0369,0.5
DP01092,R234,Deposit,Money Market / Sweep,Non-Operating,715300.0,0.0259,0.0
DP01093,R323,Deposit,Commercial CD,Time Deposit,60700.0,0.0385,0.5
DP01094,R009,Deposit,Money Market / Sweep,Non-Operating,2179100.0,0.0324,0.0
DP01095,R001,Deposit,Analyzed DDA,Operating,649600.0,0.008,0.0
DP01096,R402,Deposit,Money Market / Sweep,Non-Operating,337400.0,0.0309,0.0
DP01097,R299,Deposit,Money Market / Sweep,Non-Operating,289600.0,0.035,0.0
DP01098,R009,Deposit,Commercial CD,Time Deposit,288300.0,0.0331,0.5
DP01099,R223,Deposit,Analyzed DDA,Operating,578600.0,0.0106,0.0
DP01100,R299,Deposit,Analyzed DDA,Operating,897400.0,0.001,0.0
DP01101,R299,Deposit,Money Market / Sweep,Non-Operating,398600.0,0.0291,0.0
DP01102,R282,Deposit,Money Market / Sweep,Non-Operating,104900.0,0.0315,0.0
DP01103,R092,Deposit,Analyzed DDA,Operating,1714100.0,0.0023,0.0
DP01104,R375,Deposit,Analyzed DDA,Operating,9673900.0,0.0056,0.0
DP01105,R460,Deposit,Analyzed DDA,Operating,2165100.0,0.0117,0.0
DP01106,R104,Deposit,Money Market / Sweep,Non-Operating,339400.0,0.0328,0.0
DP01107,R438,Deposit,Analyzed DDA,Operating,343900.0,0.0098,0.0
DP01108,R147,Deposit,Money Market / Sweep,Non-Operating,2238100.0,0.0271,0.0
DP01109,R331,Deposit,Analyzed DDA,Operating,529200.0,0.0051,0.0
DP01110,R241,Deposit,Analyzed DDA,Operating,747700.0,0.0057,0.0
DP01111,R330,Deposit,Analyzed DDA,Operating,2275500.0,0.0051,0.0
DP01112,R184,Deposit,Analyzed DDA,Operating,693600.0,0.0103,0.0
DP01113,R182,Deposit,Analyzed DDA,Operating,212400.0,0.0102,0.0
DP01114,R225,Deposit,Money Market / Sweep,Non-Operating,365400.0,0.0333,0.0
DP01115,R456,Deposit,Analyzed DDA,Operating,772000.0,0.0087,0.0
DP01116,R021,Deposit,Analyzed DDA,Operating,101700.0,0.0066,0.0
DP01117,R180,Deposit,Money Market / Sweep,Non-Operating,384800.0,0.025,0.0
DP01118,R008,Deposit,Analyzed DDA,Operating,3888200.0,0.0006,0.0
DP01119,R290,Deposit,Analyzed DDA,Operating,297300.0,0.0042,0.0
DP01120,R252,Deposit,Money Market / Sweep,Non-Operating,1966800.0,0.0358,0.0
DP01121,R002,Deposit,Analyzed DDA,Operating,13817800.0,0.0075,0.0
DP01122,R342,Deposit,Analyzed DDA,Operating,732900.0,0.0026,0.0
DP01123,R124,Deposit,Analyzed DDA,Operating,8522200.0,0.0066,0.0
DP01124,R140,Deposit,Analyzed DDA,Operating,3492500.0,0.0122,0.0
DP01125,R171,Deposit,Analyzed DDA,Operating,553100.0,0.0005,0.0
DP01126,R395,Deposit,Commercial CD,Time Deposit,300200.0,0.0336,0.5
DP01127,R138,Deposit,Analyzed DDA,Operating,325800.0,0.0017,0.0
DP01128,R158,Deposit,Money Market / Sweep,Non-Operating,707600.0,0.0302,0.0
DP01129,R494,Deposit,Money Market / Sweep,Non-Operating,333500.0,0.0226,0.0
DP01130,R228,Deposit,Analyzed DDA,Operating,318300.0,0.0113,0.0
DP01131,R210,Deposit,Analyzed DDA,Operating,330500.0,0.004,0.0
DP01132,R268,Deposit,Analyzed DDA,Operating,1351600.0,0.012,0.0
DP01133,R004,Deposit,Analyzed DDA,Operating,307200.0,0.0001,0.0
DP01134,R212,Deposit,Commercial CD,Time Deposit,1967400.0,0.0363,1.0
DP01135,R409,Deposit,Analyzed DDA,Operating,858700.0,0.0033,0.0
DP01136,R008,Deposit,Analyzed DDA,Operating,3188400.0,0.0025,0.0
DP01137,R203,Deposit,Analyzed DDA,Operating,644900.0,0.0111,0.0
DP01138,R004,Deposit,Money Market / Sweep,Non-Operating,10538500.0,0.033,0.0
DP01139,R159,Deposit,Analyzed DDA,Operating,500100.0,0.0073,0.0
DP01140,R416,Deposit,Analyzed DDA,Operating,1249000.0,0.0092,0.0
DP01141,R387,Deposit,Analyzed DDA,Operating,1132600.0,0.0052,0.0
DP01142,R256,Deposit,Commercial CD,Time Deposit,576300.0,0.0337,0.5
DP01143,R001,Deposit,Analyzed DDA,Operating,1327400.0,0.0115,0.0
DP01144,R344,Deposit,Analyzed DDA,Operating,1315900.0,0.0081,0.0
DP01145,R006,Deposit,Money Market / Sweep,Non-Operating,523400.0,0.0326,0.0
DP01146,R153,Deposit,Money Market / Sweep,Non-Operating,755300.0,0.028,0.0
DP01147,R205,Deposit,Analyzed DDA,Operating,317900.0,0.0097,0.0
DP01148,R396,Deposit,Commercial CD,Time Deposit,261400.0,0.0341,0.5
DP01149,R010,Deposit,Analyzed DDA,Operating,7763500.0,0.0001,0.0
DP01150,R347,Deposit,Money Market / Sweep,Non-Operating,135800.0,0.0334,0.0
DP01151,R379,Deposit,Money Market / Sweep,Non-Operating,541100.0,0.0238,0.0
DP01152,R217,Deposit,Analyzed DDA,Operating,344300.0,0.0091,0.0
DP01153,R010,Deposit,Analyzed DDA,Operating,3365300.0,0.011,0.0
DP01154,R078,Deposit,Analyzed DDA,Operating,642700.0,0.0023,0.0
DP01155,R275,Deposit,Analyzed DDA,Operating,8986400.0,0.0035,0.0
DP01156,R231,Deposit,Analyzed DDA,Operating,720500.0,0.002,0.0
DP01157,R061,Deposit,Commercial CD,Time Deposit,1881200.0,0.036,1.0
DP01158,R084,Deposit,Analyzed DDA,Operating,1952600.0,0.0055,0.0
DP01159,R080,Deposit,Analyzed DDA,Operating,3132900.0,0.0013,0.0
DP01160,R325,Deposit,Analyzed DDA,Operating,229600.0,0.0072,0.0
DP01161,R004,Deposit,Analyzed DDA,Operating,3171700.0,0.0042,0.0
DP01162,R225,Deposit,Analyzed DDA,Operating,162500.0,0.0061,0.0
DP01163,R380,Deposit,Commercial CD,Time Deposit,25430000.0,0.0375,0.5
DP01164,R010,Deposit,Analyzed DDA,Operating,1477200.0,0.002,0.0
DP01165,R423,Deposit,Analyzed DDA,Operating,108200.0,0.0056,0.0
DP01166,R003,Deposit,Analyzed DDA,Operating,252500.0,0.0028,0.0
DP01167,R440,Deposit,Analyzed DDA,Operating,514800.0,0.0051,0.0
DP01168,R303,Deposit,Analyzed DDA,Operating,546900.0,0.0048,0.0
DP01169,R170,Deposit,Analyzed DDA,Operating,1434600.0,0.0118,0.0
DP01170,R028,Deposit,Analyzed DDA,Operating,497600.0,0.0023,0.0
DP01171,R265,Deposit,Analyzed DDA,Operating,1560700.0,0.0036,0.0
DP01172,R463,Deposit,Analyzed DDA,Operating,453800.0,0.0099,0.0
DP01173,R498,Deposit,Money Market / Sweep,Non-Operating,297700.0,0.0286,0.0
DP01174,R452,Deposit,Money Market / Sweep,Non-Operating,574900.0,0.0286,0.0
DP01175,R327,Deposit,Analyzed DDA,Operating,5988500.0,0.0095,0.0
DP01176,R469,Deposit,Money Market / Sweep,Non-Operating,509000.0,0.0265,0.0
DP01177,R141,Deposit,Analyzed DDA,Operating,159700.0,0.012,0.0
DP01178,R082,Deposit,Analyzed DDA,Operating,739200.0,0.0058,0.0
DP01179,R213,Deposit,Money Market / Sweep,Non-Operating,2182400.0,0.0317,0.0
DP01180,R003,Deposit,Money Market / Sweep,Non-Operating,3332300.0,0.0251,0.0
DP01181,R113,Deposit,Analyzed DDA,Operating,1343400.0,0.011,0.0
DP01182,R007,Deposit,Analyzed DDA,Operating,408500.0,0.0028,0.0
DP01183,R074,Deposit,Analyzed DDA,Operating,691200.0,0.0069,0.0
DP01184,R431,Deposit,Analyzed DDA,Operating,3179200.0,0.0051,0.0
DP01185,R088,Deposit,Analyzed DDA,Operating,113600.0,0.0067,0.0
DP01186,R488,Deposit,Money Market / Sweep,Non-Operating,109700.0,0.0235,0.0
DP01187,R224,Deposit,Analyzed DDA,Operating,1312300.0,0.0044,0.0
DP01188,R417,Deposit,Money Market / Sweep,Non-Operating,1565400.0,0.0301,0.0
DP01189,R325,Deposit,Commercial CD,Time Deposit,5652200.0,0.0383,1.0
DP01190,R219,Deposit,Analyzed DDA,Operating,241900.0,0.0034,0.0
DP01191,R066,Deposit,Analyzed DDA,Operating,1774200.0,0.0076,0.0
DP01192,R454,Deposit,Analyzed DDA,Operating,2025000.0,0.0019,0.0
DP01193,R292,Deposit,Money Market / Sweep,Non-Operating,87700.0,0.0292,0.0
DP01194,R153,Deposit,Commercial CD,Time Deposit,566000.0,0.0387,0.5
DP01195,R009,Deposit,Commercial CD,Time Deposit,4630400.0,0.0354,2.0
DP01196,R130,Deposit,Analyzed DDA,Operating,3057500.0,0.0024,0.0
DP01197,R442,Deposit,Money Market / Sweep,Non-Operating,273100.0,0.0304,0.0
DP01198,R021,Deposit,Analyzed DDA,Operating,1688900.0,0.0073,0.0
DP01199,R143,Deposit,Money Market / Sweep,Non-Operating,524100.0,0.0353,0.0
DP01200,R059,Deposit,Commercial CD,Time Deposit,2673500.0,0.038,1.0
DP01201,R406,Deposit,Money Market / Sweep,Non-Operating,1020500.0,0.0286,0.0
DP01202,R262,Deposit,Analyzed DDA,Operating,638500.0,0.0015,0.0
DP01203,R085,Deposit,Analyzed DDA,Operating,148300.0,0.0085,0.0
DP01204,R110,Deposit,Money Market / Sweep,Non-Operating,129200.0,0.0285,0.0
DP01205,R247,Deposit,Analyzed DDA,Operating,7193200.0,0.0084,0.0
DP01206,R078,Deposit,Analyzed DDA,Operating,1163500.0,0.0109,0.0
DP01207,R251,Deposit,Money Market / Sweep,Non-Operating,363700.0,0.0245,0.0
DP01208,R338,Deposit,Money Market / Sweep,Non-Operating,956400.0,0.0305,0.0
DP01209,R002,Deposit,Money Market / Sweep,Non-Operating,5032000.0,0.0234,0.0
DP01210,R042,Deposit,Analyzed DDA,Operating,378000.0,0.0069,0.0
DP01211,R394,Deposit,Money Market / Sweep,Non-Operating,909000.0,0.0269,0.0
DP01212,R151,Deposit,Money Market / Sweep,Non-Operating,892400.0,0.0268,0.0
DP01213,R186,Deposit,Analyzed DDA,Operating,1020200.0,0.0089,0.0
DP01214,R369,Deposit,Analyzed DDA,Operating,1004200.0,0.0095,0.0
DP01215,R367,Deposit,Money Market / Sweep,Non-Operating,2396300.0,0.0318,0.0
DP01216,R193,Deposit,Analyzed DDA,Operating,4125800.0,0.0088,0.0
DP01217,R493,Deposit,Analyzed DDA,Operating,224200.0,0.0046,0.0
DP01218,R008,Deposit,Analyzed DDA,Operating,1125400.0,0.0026,0.0
DP01219,R342,Deposit,Money Market / Sweep,Non-Operating,876500.0,0.0244,0.0
DP01220,R179,Deposit,Analyzed DDA,Operating,308400.0,0.0072,0.0
DP01221,R061,Deposit,Analyzed DDA,Operating,255000.0,0.0057,0.0
DP01222,R125,Deposit,Analyzed DDA,Operating,604400.0,0.0105,0.0
DP01223,R002,Deposit,Analyzed DDA,Operating,8275600.0,0.0019,0.0
DP01224,R200,Deposit,Analyzed DDA,Operating,3203400.0,0.0051,0.0
DP01225,R225,Deposit,Analyzed DDA,Operating,511100.0,0.0033,0.0
DP01226,R059,Deposit,Analyzed DDA,Operating,48800.0,0.0006,0.0
DP01227,R061,Deposit,Analyzed DDA,Operating,1256200.0,0.0042,0.0
DP01228,R250,Deposit,Analyzed DDA,Operating,216000.0,0.009,0.0
DP01229,R360,Deposit,Analyzed DDA,Operating,658400.0,0.0065,0.0
DP01230,R093,Deposit,Analyzed DDA,Operating,428100.0,0.0052,0.0
DP01231,R382,Deposit,Analyzed DDA,Operating,13685400.0,0.0059,0.0
DP01232,R383,Deposit,Analyzed DDA,Operating,3786900.0,0.0039,0.0
DP01233,R006,Deposit,Analyzed DDA,Operating,2545800.0,0.0015,0.0
DP01234,R409,Deposit,Analyzed DDA,Operating,126100.0,0.0074,0.0
DP01235,R048,Deposit,Analyzed DDA,Operating,136300.0,0.0102,0.0
DP01236,R004,Deposit,Analyzed DDA,Operating,5288300.0,0.0099,0.0
DP01237,R488,Deposit,Commercial CD,Time Deposit,281900.0,0.0406,0.5
DP01238,R359,Deposit,Analyzed DDA,Operating,159200.0,0.0054,0.0
DP01239,R500,Deposit,Money Market / Sweep,Non-Operating,859500.0,0.0284,0.0
DP01240,R344,Deposit,Analyzed DDA,Operating,2278400.0,0.01,0.0
DP01241,R132,Deposit,Analyzed DDA,Operating,447300.0,0.0025,0.0
DP01242,R114,Deposit,Analyzed DDA,Operating,298600.0,0.0017,0.0
DP01243,R289,Deposit,Analyzed DDA,Operating,338500.0,0.0116,0.0
DP01244,R201,Deposit,Money Market / Sweep,Non-Operating,1234100.0,0.0308,0.0
DP01245,R241,Deposit,Analyzed DDA,Operating,604300.0,0.0124,0.0
DP01246,R443,Deposit,Money Market / Sweep,Non-Operating,640800.0,0.0359,0.0
DP01247,R078,Deposit,Money Market / Sweep,Non-Operating,93000.0,0.0346,0.0
DP01248,R421,Deposit,Money Market / Sweep,Non-Operating,571400.0,0.0242,0.0
DP01249,R283,Deposit,Analyzed DDA,Operating,336800.0,0.0108,0.0
DP01250,R202,Deposit,Analyzed DDA,Operating,526500.0,0.0022,0.0
DP01251,R224,Deposit,Money Market / Sweep,Non-Operating,333200.0,0.0281,0.0
DP01252,R344,Deposit,Analyzed DDA,Operating,4610900.0,0.0006,0.0
DP01253,R425,Deposit,Money Market / Sweep,Non-Operating,1085800.0,0.0245,0.0
DP01254,R388,Deposit,Analyzed DDA,Operating,533100.0,0.0091,0.0
DP01255,R229,Deposit,Money Market / Sweep,Non-Operating,591700.0,0.0265,0.0
DP01256,R072,Deposit,Money Market / Sweep,Non-Operating,372600.0,0.0336,0.0
DP01257,R007,Deposit,Analyzed DDA,Operating,1571600.0,0.009,0.0
DP01258,R445,Deposit,Commercial CD,Time Deposit,1468900.0,0.0359,2.0
DP01259,R004,Deposit,Money Market / Sweep,Non-Operating,4167100.0,0.0306,0.0
DP01260,R027,Deposit,Analyzed DDA,Operating,252200.0,0.003,0.0
DP01261,R346,Deposit,Analyzed DDA,Operating,1163500.0,0.0102,0.0
DP01262,R207,Deposit,Money Market / Sweep,Non-Operating,710500.0,0.033,0.0
DP01263,R005,Deposit,Money Market / Sweep,Non-Operating,284400.0,0.0334,0.0
DP01264,R469,Deposit,Commercial CD,Time Deposit,539500.0,0.04,2.0
DP01265,R053,Deposit,Money Market / Sweep,Non-Operating,3088700.0,0.0225,0.0
DP01266,R436,Deposit,Analyzed DDA,Operating,1776600.0,0.0006,0.0
DP01267,R355,Deposit,Analyzed DDA,Operating,865200.0,0.0046,0.0
DP01268,R041,Deposit,Analyzed DDA,Operating,1114900.0,0.0107,0.0
DP01269,R399,Deposit,Analyzed DDA,Operating,1359400.0,0.0106,0.0
DP01270,R092,Deposit,Commercial CD,Time Deposit,462700.0,0.0338,2.0
DP01271,R015,Deposit,Money Market / Sweep,Non-Operating,581400.0,0.0286,0.0
DP01272,R281,Deposit,Commercial CD,Time Deposit,271100.0,0.0331,0.5
DP01273,R495,Deposit,Money Market / Sweep,Non-Operating,4326500.0,0.036,0.0
DP01274,R455,Deposit,Money Market / Sweep,Non-Operating,6019800.0,0.0318,0.0
DP01275,R338,Deposit,Money Market / Sweep,Non-Operating,853200.0,0.0261,0.0
DP01276,R091,Deposit,Money Market / Sweep,Non-Operating,150300.0,0.0272,0.0
DP01277,R289,Deposit,Analyzed DDA,Operating,126000.0,0.0093,0.0
DP01278,R447,Deposit,Money Market / Sweep,Non-Operating,725200.0,0.0282,0.0
DP01279,R004,Deposit,Analyzed DDA,Operating,7255500.0,0.0001,0.0
DP01280,R366,Deposit,Commercial CD,Time Deposit,2184600.0,0.0358,0.5
DP01281,R423,Deposit,Money Market / Sweep,Non-Operating,793600.0,0.0261,0.0
DP01282,R378,Deposit,Analyzed DDA,Operating,274000.0,0.0085,0.0
DP01283,R020,Deposit,Analyzed DDA,Operating,66100.0,0.0076,0.0
DP01284,R331,Deposit,Analyzed DDA,Operating,294200.0,0.0125,0.0
DP01285,R493,Deposit,Money Market / Sweep,Non-Operating,2528300.0,0.0359,0.0
DP01286,R260,Deposit,Analyzed DDA,Operating,1890900.0,0.0106,0.0
DP01287,R288,Deposit,Analyzed DDA,Operating,739500.0,0.0014,0.0
DP01288,R002,Deposit,Analyzed DDA,Operating,9960900.0,0.0021,0.0
DP01289,R098,Deposit,Analyzed DDA,Operating,626400.0,0.006,0.0
DP01290,R098,Deposit,Commercial CD,Time Deposit,1814400.0,0.0333,0.5
DP01291,R125,Deposit,Money Market / Sweep,Non-Operating,807200.0,0.0227,0.0
DP01292,R010,Deposit,Analyzed DDA,Operating,1586300.0,0.0014,0.0
DP01293,R307,Deposit,Commercial CD,Time Deposit,696000.0,0.0409,0.5
DP01294,R155,Deposit,Analyzed DDA,Operating,1766600.0,0.0096,0.0
DP01295,R154,Deposit,Commercial CD,Time Deposit,324000.0,0.0355,0.5
DP01296,R002,Deposit,Commercial CD,Time Deposit,720000.0,0.0374,0.5
DP01297,R003,Deposit,Money Market / Sweep,Non-Operating,4790000.0,0.0309,0.0
DP01298,R001,Deposit,Analyzed DDA,Operating,2090500.0,0.0014,0.0
DP01299,R009,Deposit,Money Market / Sweep,Non-Operating,4830800.0,0.0316,0.0
DP01300,R178,Deposit,Analyzed DDA,Operating,625100.0,0.0016,0.0
DP01301,R099,Deposit,Analyzed DDA,Operating,514100.0,0.0074,0.0
DP01302,R410,Deposit,Analyzed DDA,Operating,1650200.0,0.0067,0.0
DP01303,R382,Deposit,Analyzed DDA,Operating,1411200.0,0.0075,0.0
DP01304,R297,Deposit,Analyzed DDA,Operating,93000.0,0.0103,0.0
DP01305,R307,Deposit,Commercial CD,Time Deposit,704300.0,0.0384,2.0
DP01306,R100,Deposit,Analyzed DDA,Operating,493400.0,0.0055,0.0
DP01307,R111,Deposit,Analyzed DDA,Operating,598600.0,0.0007,0.0
DP01308,R281,Deposit,Analyzed DDA,Operating,1280000.0,0.0036,0.0
DP01309,R139,Deposit,Analyzed DDA,Operating,286100.0,0.001,0.0
DP01310,R141,Deposit,Money Market / Sweep,Non-Operating,362600.0,0.0299,0.0
DP01311,R499,Deposit,Money Market / Sweep,Non-Operating,172800.0,0.0355,0.0
DP01312,R337,Deposit,Money Market / Sweep,Non-Operating,586900.0,0.034,0.0
DP01313,R073,Deposit,Money Market / Sweep,Non-Operating,1715000.0,0.0259,0.0
DP01314,R002,Deposit,Money Market / Sweep,Non-Operating,3108700.0,0.0323,0.0
DP01315,R476,Deposit,Analyzed DDA,Operating,1021000.0,0.0019,0.0
DP01316,R102,Deposit,Analyzed DDA,Operating,171500.0,0.0094,0.0
DP01317,R006,Deposit,Analyzed DDA,Operating,4576200.0,0.0003,0.0
DP01318,R128,Deposit,Analyzed DDA,Operating,882300.0,0.0081,0.0
DP01319,R168,Deposit,Commercial CD,Time Deposit,843900.0,0.0347,0.5
DP01320,R034,Deposit,Money Market / Sweep,Non-Operating,367400.0,0.0342,0.0
DP01321,R418,Deposit,Analyzed DDA,Operating,88800.0,0.0036,0.0
DP01322,R498,Deposit,Analyzed DDA,Operating,564900.0,0.0013,0.0
DP01323,R130,Deposit,Money Market / Sweep,Non-Operating,7895600.0,0.025,0.0
DP01324,R004,Deposit,Commercial CD,Time Deposit,2190700.0,0.0408,1.0
DP01325,R006,Deposit,Commercial CD,Time Deposit,6329700.0,0.0334,0.5
DP01326,R491,Deposit,Money Market / Sweep,Non-Operating,42800.0,0.0355,0.0
DP01327,R356,Deposit,Money Market / Sweep,Non-Operating,2107600.0,0.0267,0.0
DP01328,R131,Deposit,Analyzed DDA,Operating,162900.0,0.0089,0.0
DP01329,R332,Deposit,Analyzed DDA,Operating,326400.0,0.0013,0.0
DP01330,R334,Deposit,Analyzed DDA,Operating,523400.0,0.012,0.0
DP01331,R357,Deposit,Money Market / Sweep,Non-Operating,91900.0,0.0303,0.0
DP01332,R366,Deposit,Commercial CD,Time Deposit,33714100.0,0.0342,2.0
DP01333,R157,Deposit,Commercial CD,Time Deposit,264000.0,0.0338,1.0
DP01334,R204,Deposit,Analyzed DDA,Operating,887500.0,0.0046,0.0
DP01335,R062,Deposit,Analyzed DDA,Operating,2151900.0,0.0056,0.0
DP01336,R317,Deposit,Analyzed DDA,Operating,648500.0,0.0055,0.0
DP01337,R325,Deposit,Analyzed DDA,Operating,425100.0,0.0086,0.0
