relationship_id,name,industry,segment,rating,total_revenue,opex,expected_loss,el_lifetime,economic_capital,rwa,reg_capital,capital,net_income,eva,raroc,lending_raroc,lending_net_income,lending_capital,n_deposit,n_interest_rate_derivative,n_payments,n_revolver,n_term_loan,exp_deposit,exp_interest_rate_derivative,exp_payments,exp_revolver,exp_term_loan,ancillary_uplift,meets_hurdle
R352,Client 352,Technology,Business Banking,4,66578.04141666667,19602.32,2026.7497500000002,1690.2693455869291,75255.809421457,894837.7196026075,93957.96055827379,75255.809421457,36363.2034503385,27332.50631976366,0.48319463613357394,0.12272869969000931,7765.0095705307485,63269.712708957,2,0,2,3,0,1286500.0,0.0,11717.4,3208000.0,0.0,0.3604659364435646,True
R067,Client 067,Energy,Business Banking,3,65165.399833333344,18561.600000000002,916.9612500000001,5768.920133363937,81938.96422604288,868716.2497603559,91215.20622483737,81938.96422604288,37119.53141658736,27286.855709462216,0.45301440855643077,0.16602831052656988,10495.76836504085,63216.73895104286,6,0,2,4,0,3149800.0,0.0,2688.0000000000005,3531000.0,0.0,0.28698609802986086,True
R316,Client 316,Healthcare,Middle Market,5,207420.573,66150.46800000001,32639.406299999995,40915.87936835909,617445.4660001842,8039999.566475909,844199.9544799705,617445.4660001842,100625.78534716538,26532.329427143275,0.16297113006435998,0.15342106908485306,94070.27653005338,613150.9648001842,0,0,8,4,1,0.0,0.0,36341.76,10848000.0,1821000.0,0.009550060979506919,True
R098,Client 098,Technology,Middle Market,6,288532.564,72542.42,65892.06074999999,104954.94413947387,973459.6721501709,12782957.129352223,1342210.4985819834,973459.6721501709,142557.97327711398,25742.812619093507,0.1464446626353128,0.11114622798982825,104863.65405883799,943474.6995501708,3,0,1,5,0,5301500.0,0.0,3839.3999999999996,17851000.0,0.0,0.03529843464548456,True
R056,Client 056,Education,Middle Market,7,440986.25893809524,109914.694,118094.87539999999,349373.3218091626,1500807.012572003,20212888.777178045,2122353.321603695,1500807.012572003,205775.89723680922,25679.055728168867,0.13711016507323048,0.12088120808214231,180074.94781873492,1489685.209767003,1,0,5,2,1,146600.0,0.0,65995.08,8885000.0,9400000.0,0.016228956991088173,True
R043,Client 043,Healthcare,Middle Market,5,94751.67082142858,25804.71,7764.186000000001,16019.293561171122,231792.17748130998,3089950.61792562,324444.8148821901,231792.17748130998,53281.14797738884,25466.08667963165,0.22986603153027044,0.14168165782540962,31190.98576617359,220148.36814380996,2,0,1,1,1,1731500.0,0.0,427.20000000000005,3726000.0,2207000.0,0.08818437370486082,True
R434,Client 434,Energy,Business Banking,4,127746.07646666668,49313.968,7886.580675000001,56947.05102082349,312056.36732739914,4144205.5934278527,435141.58730992454,312056.36732739914,62745.37042966637,25298.60635037847,0.2010706301782845,0.1964347912733142,60830.204137019166,309671.2336073991,2,0,3,2,2,452200.0,0.0,1325.76,5450000.0,6407000.0,0.004635838904970296,True
R485,Client 485,Retail,Business Banking,8,75285.92979285715,9011.662,18738.349200000004,37902.718013607155,124532.71429873414,1601260.8207655465,168132.38618038237,124532.71429873414,39771.12535095239,24827.199635104287,0.3193628724380631,0.1432987355905377,16580.71436000154,115707.33190123414,3,0,2,1,1,943500.0,0.0,3759.84,362000.0,947000.0,0.1760641368475254,True
R400,Client 400,Healthcare,Business Banking,3,110025.25176904762,41881.834,4431.2261499999995,12191.68512841457,271147.112710332,3294726.8888831097,345946.3233327265,271147.112710332,56355.03014838051,23817.37662314067,0.20783931492047608,0.20509531780819046,51403.321023859164,250631.372637832,5,0,4,6,3,4484900.0,0.0,1970.88,4850000.0,3799000.0,0.0027439971122856233,True
R154,Client 154,Commercial Real Estate,Business Banking,3,74560.85775000001,39402.200000000004,636.3584999999999,783.0962961202448,29758.42108230329,289778.20885180717,30426.711929439745,29758.42108230329,27107.6788308682,23536.668300991805,0.9109246339345796,0.11345047326187781,1575.770566173444,13889.501919803293,5,0,3,2,0,1464700.0,0.0,56853.0,1696000.0,0.0,0.7974741606727017,True
R348,Client 348,Technology,Business Banking,3,87470.39395238095,33537.0,3099.5385,5258.003881070165,166422.99696352167,2153133.4185837274,226079.00895129138,166422.99696352167,43503.26703496218,23532.507399339574,0.2614017763692699,0.2344213277295904,37077.49732128517,158166.05801352166,3,0,2,4,2,1586500.0,0.0,4005.0,4854000.0,2659000.0,0.026980448639679522,True
R452,Client 452,Technology,Business Banking,5,89171.8608,23870.786,9304.3626,9064.521162388899,210490.17753079362,2665671.679187355,279895.5263146722,210490.17753079362,48716.44386655102,23457.622562855788,0.23144283708641966,0.18428887611708167,37168.34444181982,201685.23041079362,2,0,4,2,1,1450900.0,0.0,5363.52,2293000.0,2382000.0,0.047153960969337994,True
R129,Client 129,Transportation & Logistics,Business Banking,3,85041.92324999999,32879.7,4136.754375,9685.339871930413,146715.01797892092,1813256.9398617826,190391.97868548718,146715.01797892092,40792.23777106321,23186.43561359271,0.27803723390419366,0.1769434527856558,24185.270864278966,136683.6154914209,3,0,3,1,1,1049000.0,0.0,28584.0,3855000.0,465000.0,0.10109378111853787,True
R091,Client 091,Education,Business Banking,6,102197.13933333334,27829.1,13193.036250000001,41018.46679737171,262813.7536504491,3266493.4274965716,342981.80988713994,262813.7536504491,54182.932775145484,22645.282337091594,0.20616475364227155,0.11900568649821454,28475.792738951473,239280.94175044904,5,0,1,5,1,4225900.0,0.0,8895.0,3697000.0,813000.0,0.08715906714405701,True
R312,Client 312,Construction,Business Banking,5,103493.70216666666,38879.304000000004,7492.225150000001,33747.52419765212,230276.5585476853,3079478.1295564156,323345.2036034236,230276.5585476853,50150.74359577193,22517.5565700497,0.21778484059369332,0.13242666509145656,29271.38796510743,221038.4739726853,2,0,5,3,2,515400.0,0.0,35951.28,3978000.0,980000.0,0.08535817550223676,True
R411,Client 411,Education,Business Banking,7,118827.93663333333,17713.902000000002,34376.608199999995,65278.038823227296,312763.69368551346,3986603.171422455,418593.3329993577,312763.69368551346,59871.90976657145,22340.26652430984,0.19142858002813193,0.09697309850750777,29225.149370967752,301373.78119051346,2,0,3,2,2,1195000.0,0.0,4301.639999999999,2001000.0,1456000.0,0.09445548152062416,True
R081,Client 081,Construction,Middle Market,4,202664.43099999998,104580.24000000002,12712.8195,44121.397608024665,478480.65134020784,6188965.923745208,649841.4219932468,478480.65134020784,78882.58619821447,21464.908037389523,0.1648605559645245,0.06605118650994578,30200.603059760477,457230.2884402079,2,0,3,6,0,1185600.0,0.0,81148.8,16620000.0,0.0,0.09880936945457873,True
R451,Client 451,Education,Business Banking,5,55548.9535,11777.256,3305.2146000000002,9048.535257853515,106233.0243216342,1394334.2321367862,146405.09437436252,106233.0243216342,33862.90529565101,21114.942377054915,0.31876062563301116,0.17272009972379315,17141.22873900452,99242.8140466342,1,0,1,4,1,815000.0,0.0,3445.92,1029000.0,1124000.0,0.146040525909218,True
R469,Client 469,Wholesale Trade,Business Banking,7,192882.76287142857,53652.102,42135.530699999996,110409.5467810049,581823.5272373203,7906407.833125195,830172.8224781454,581823.5272373203,90816.45533724972,20997.632068771287,0.15608934854950707,0.14312523435336608,82099.93370753451,573623.0517173203,2,0,6,4,4,1048500.0,0.0,22070.64,5838000.0,4335000.0,0.012964114196140991,True
R049,Client 049,Technology,Business Banking,4,91118.21635714287,33131.89,6052.097250000001,9003.318198154615,205911.2078250055,2653552.584791885,278623.02140314784,205911.2078250055,45494.97606238823,20785.631123387575,0.2209446321205222,0.16480943312778812,32831.817669496726,199210.79180000548,2,0,5,3,1,691000.0,0.0,15859.8,5351000.0,1032000.0,0.05613519899273409,True
R214,Client 214,Professional Services,Business Banking,3,52500.65494047618,14595.25,1237.1325000000002,2436.5098883115443,79742.21105588035,1016563.2604888316,106739.1423513273,79742.21105588035,30201.144150256965,20632.07882355132,0.3787347221798645,0.19122658312034693,14081.597387093214,73638.28374338035,2,0,1,3,1,677700.0,0.0,1134.0,2030000.0,1300000.0,0.18750813905951755,True
R303,Client 303,Education,Business Banking,4,60627.22301190477,17190.728,2687.9906749999996,5019.779547428611,115220.68509997771,1433518.308318302,150519.42237342172,115220.68509997771,34340.220542072966,20513.73833007564,0.2980386769291967,0.2365012713670118,24638.800939008215,104180.41643747772,4,0,2,3,2,2090600.0,0.0,456.96000000000004,2356000.0,1235000.0,0.06153740556218493,True
R441,Client 441,Healthcare,Business Banking,5,107352.40991666666,33991.409999999996,11435.441625,13378.322236241662,296363.5787644289,3720158.3349539638,390616.62517016614,296363.5787644289,55735.02261631384,20171.39316458239,0.18806299629893472,0.06973988376261851,19567.003957984605,280571.21552692883,3,0,3,5,0,2057300.0,0.0,637.2,8730000.0,0.0,0.11832311253631621,True
R229,Client 229,Food Distribution,Middle Market,4,161701.5083333333,72396.64,12981.590875000002,26321.159883002914,420800.0290369032,5611460.487369582,589203.3511738062,420800.0290369032,70318.29971795311,19822.296233524743,0.1671062140344728,0.1397574070495305,57623.66412649311,412312.05803690315,2,0,4,3,2,667700.0,0.0,38563.8,11105000.0,2515000.0,0.027348806984942298,True
R461,Client 461,Education,Business Banking,5,158386.2635,49310.076,26107.238475,30666.477895417855,483614.0658908641,6265853.451838493,657914.6124430419,483614.0658908641,77206.94882696668,19173.26092006298,0.1596457883927424,0.08285303684577623,38819.36373582018,468532.78061586415,2,0,2,8,0,1619000.0,0.0,9028.32,11976000.0,0.0,0.07679275154696617,True
R157,Client 157,Industrial Manufacturing,Business Banking,3,58245.70925000001,17424.38,2739.8115,5268.186390447182,109378.63248806568,1293578.4066566983,135825.73269895336,109378.63248806568,32142.372276600803,19016.936378032926,0.29386335836762145,0.09297342381110034,8953.60137335255,96302.80360056566,3,0,2,4,1,1967000.0,0.0,3171.6000000000004,3250000.0,301000.0,0.2008899345565211,True
R475,Client 475,Industrial Manufacturing,Business Banking,5,157327.52653571428,48883.22000000001,22237.212,44229.68633875998,514690.5370220772,6589798.874249173,691928.8817961633,514690.5370220772,80577.23696040885,18814.372517759573,0.15655472786932656,0.11098990356495184,54187.10305955809,488216.5072595773,4,0,2,5,2,4780200.0,0.0,2414.3999999999996,9664000.0,1458000.0,0.045564824304374724,True
R064,Client 064,Food Distribution,Business Banking,6,84192.7102,19134.024,11557.55715,24450.360197006717,247973.5427295891,3237751.3143490907,339963.88800665445,247973.5427295891,47916.563938267784,18159.738810717085,0.193232565905307,0.19205306415164913,47493.440608764984,247293.3239495891,1,0,4,3,2,86800.0,0.0,2809.68,1896000.0,2405000.0,0.0011795017536578578,True
R447,Client 447,Energy,Business Banking,4,50917.203238095244,11948.87,3356.2282500000006,11956.29227725859,100038.43767991266,1206265.1022841423,126657.83573983495,100038.43767991266,29992.32447746663,17987.71195587711,0.29980800553314696,0.146093627688935,13073.794559364625,89489.14997991266,4,0,1,2,1,1705300.0,0.0,794.4000000000001,1873000.0,533000.0,0.15371437784421196,True
R156,Client 156,Wholesale Trade,Business Banking,6,69538.04546428572,13803.95,12065.8525,17935.938932411384,170930.39556853267,2217033.7772735474,232788.54661372246,170930.39556853267,38189.28802719241,17677.640558968487,0.22342011144460747,0.1969259994877617,32432.360869691656,164693.13830603266,3,0,0,2,2,1199300.0,0.0,0.0,1261000.0,1687000.0,0.026494111956845756,True
R339,Client 339,Healthcare,Business Banking,6,61112.12556666668,15587.282000000001,8121.921200000001,8190.08236309357,119204.317433228,1491027.408837714,156557.87792795998,119204.317433228,31914.13932676292,17609.62123477556,0.2677263711076534,0.19230986200634537,21174.58473433582,110106.59834822798,2,0,7,3,1,1465900.0,0.0,10056.24,967000.0,994000.0,0.07541650910130804,True
R283,Client 283,Healthcare,Business Banking,6,48637.25066666667,12061.47,3985.2719999999995,6214.046148750189,80094.65702049667,979137.953752977,102809.48514406256,80094.65702049667,27112.356251086403,17500.9974086268,0.3385039309694303,0.17060736968199378,12118.614914480399,71032.18892049667,4,0,5,2,1,1290300.0,0.0,8456.4,924000.0,498000.0,0.16789656128743655,True
R439,Client 439,Industrial Manufacturing,Middle Market,6,187679.05066666665,64165.4,29711.688750000005,29682.558750000026,594422.1878958141,7533288.659302079,790995.3092267183,594422.1878958141,88682.28427449818,17351.62172700049,0.14919073695486237,0.12471036663284617,71323.69769328217,571914.746295814,3,0,3,3,0,4077400.0,0.0,5826.0,15670000.0,0.0,0.024480370322016207,True
R150,Client 150,Food Distribution,Business Banking,5,118331.15972857144,34836.444,17572.4979,25264.897219288585,366332.6205535725,4651750.749840085,488433.8287332089,366332.6205535725,60819.77802711181,16859.863560683123,0.16602337497328476,0.1351877477739656,47706.39879069411,352889.95915857237,6,0,2,2,2,2526200.0,0.0,1012.0799999999999,5883000.0,2200000.0,0.03083562719931915,True
R141,Client 141,Energy,Business Banking,4,52308.444047619065,14467.179999999998,2388.741625,19361.26516301973,113312.09471471846,1400282.9565148912,147029.71043406354,113312.09471471846,30259.428932543145,16661.977566776928,0.26704500529026626,0.12874125017750304,13157.685450629138,102202.56081471845,6,0,1,3,1,1834400.0,0.0,285.6,2459000.0,656000.0,0.13830375511276322,True
R492,Client 492,Construction,Business Banking,4,76193.72095238096,30344.4,4000.5525000000002,16035.315857882953,178113.80119901404,2388749.155642088,250818.6613424192,178113.80119901404,37016.67384689268,15643.017703010995,0.2078259719219197,0.10873258097647556,18497.699616142676,170121.03869901403,1,0,0,4,1,1037600.0,0.0,0.0,7230000.0,774000.0,0.09909339094544414,True
R045,Client 045,Wholesale Trade,Business Banking,7,110601.01811666667,22634.927999999996,31972.282300000006,55142.96823945239,301081.6545981886,3970094.070627774,416859.87741591624,301081.6545981886,51364.94315420966,15235.14460242703,0.17060137132154143,0.1467832924791425,43251.89261889412,294664.95735568873,3,0,4,4,3,1003300.0,0.0,6969.959999999999,2130000.0,2187000.0,0.02381807884239892,True
R122,Client 122,Construction,Business Banking,6,63310.53394047619,14399.75,8525.711249999998,26286.52363540033,171515.9046239293,2196464.595293863,230628.78250585558,171515.9046239293,35711.21061405808,15129.30205918656,0.20820932433268802,0.16089908300972325,26610.64467218833,165387.17421142934,3,0,1,3,2,1008300.0,0.0,1296.0,1492000.0,1545000.0,0.04731024132296477,True
R220,Client 220,Construction,Business Banking,3,53606.68489999999,25020.038000000004,1309.6038,2708.014238756357,61816.8970468986,794792.119472672,83453.17254463056,61816.8970468986,22539.31516359226,15121.287517964422,0.36461414662227976,0.24272517510257102,13917.063292986153,57336.7113118986,2,0,5,4,1,410400.0,0.0,12857.16,4402000.0,428000.0,0.12188897151970873,True
R412,Client 412,Construction,Business Banking,2,54558.70816666667,30724.440000000002,635.3130000000001,1277.534983230488,32528.872573625664,358799.5597040021,37673.953768920226,32528.872573625664,18583.000738170955,14679.536029335877,0.5712771229962027,0.20554485226284305,4588.775651060454,22324.935898625667,3,0,5,3,0,913500.0,0.0,42145.8,1764000.0,0.0,0.3657322707333597,True
R020,Client 020,Healthcare,Business Banking,4,38635.31175,17858.79,144.114,0.0,11145.296762500002,57952.967625000005,6085.061600625,11145.296762500002,16006.741273270753,14669.30566177075,1.4361879826410544,0.0,0.0,0.0,3,0,4,0,0,1337500.0,0.0,28822.8,0.0,0.0,1.4361879826410544,True
R135,Client 135,Wholesale Trade,Business Banking,7,102896.62575,25140.138,24302.8608,51679.4939822701,290469.169763876,3851204.3580428404,404376.4575944982,290469.169763876,49123.884389291015,14267.584017625897,0.169119099384021,0.0861124862247299,23565.838369886762,273663.430276376,5,0,3,3,1,2694600.0,0.0,2483.16,4464000.0,913000.0,0.0830066131592911,True
R489,Client 489,Retail,Business Banking,8,113852.87274285716,18251.014,40738.06740000001,132035.543113634,303068.549456586,4024385.7094816365,422560.49949557177,303068.549456586,50564.26717767115,14196.041242880821,0.1668410241456426,0.1542822011420351,45693.81518752774,296170.360866586,3,0,3,1,3,1384400.0,0.0,1533.48,410000.0,3088000.0,0.0125588230036075,True
R478,Client 478,Retail,Business Banking,7,89826.57016666666,25158.2,18998.474999999995,38001.1413827869,231247.22757361853,2977382.2629526774,312625.1376100311,231247.22757361853,41475.41420547073,13725.74689663652,0.17935529277758308,0.07280535597586851,15963.380456754243,219261.07279861855,4,0,4,5,0,1312800.0,0.0,17700.0,3844000.0,0.0,0.10654993680171457,True
R424,Client 424,Healthcare,Business Banking,6,66883.1445,17630.27,12344.6445,9800.390913239433,173234.35764518345,2338952.995263573,245590.06450267514,173234.35764518345,33119.09210469807,12330.969187276063,0.19118085208323515,0.09236803899077449,15360.245500567571,166293.94397018343,3,0,2,3,0,807000.0,0.0,791.4,4567000.0,0.0,0.09881281309246066,True
R175,Client 175,Food Distribution,Business Banking,9,99478.18166666669,13908.44,43917.564000000006,66631.27561823702,214749.30233513252,2779211.703722766,291817.2288908905,214749.30233513252,37939.21961299266,12169.303332776746,0.17666748716038033,-0.11977306581754187,-22797.992704002358,190343.23408513254,4,0,1,1,0,2971600.0,0.0,52.800000000000004,2692000.0,0.0,0.2964405529779222,True
R180,Client 180,Industrial Manufacturing,Business Banking,2,60565.0535,34547.08,810.4485,2712.5395916546363,78203.79602219946,881685.0963627048,92576.935118084,78203.79602219946,21445.96207160956,12061.506548945625,0.27423172738982854,0.18226324658797544,11229.166668801558,61609.605222199454,2,0,4,2,1,2808700.0,0.0,32994.6,1484000.0,1554000.0,0.0919684808018531,True
R165,Client 165,Food Distribution,Business Banking,5,53375.000166666665,19265.75,3531.9525,6405.560199349699,123468.07439230161,1460344.1475329946,153336.13549096446,123468.07439230161,26851.422083385416,12035.253156309222,0.2174766409498619,0.29628218399786926,31292.664399300917,105617.77281730162,3,0,1,1,2,4099500.0,0.0,120.0,544000.0,2477000.0,-0.07880554304800735,True
R267,Client 267,Professional Services,Business Banking,7,227115.24000000002,60508.58,62546.693,116146.07571875612,740994.2569563419,9933442.450233703,1043011.4572745389,740994.2569563419,100767.06687854255,11847.756043781537,0.1359889984740861,0.12375707300395478,90965.06501981255,735029.2214563419,1,0,5,4,2,316700.0,0.0,32754.6,5398000.0,5139000.0,0.012231925470131327,True
R179,Client 179,Commercial Real Estate,Business Banking,7,168734.38967380952,58443.056000000004,38537.9646,138979.12142312553,474114.6482321662,6022367.783987808,632348.6173187197,474114.6482321662,68405.15510336842,11511.397315508488,0.14427977570073205,0.07161373026860685,31441.065057844073,439036.82910966617,6,0,5,5,2,5550500.0,0.0,39766.92,6004000.0,1607000.0,0.07266604543212521,True
R167,Client 167,Healthcare,Business Banking,8,191186.0314642857,45999.8,56936.009999999995,110621.8228521642,613879.0072320245,8434845.230152711,885658.7491660347,613879.0072320245,85032.26806446619,11366.787196623254,0.13851633149645565,0.11099191450992182,67264.16866099944,606027.6458695245,2,0,1,4,1,733700.0,0.0,15495.0,7759000.0,2049000.0,0.027524416986533823,True
R467,Client 467,Healthcare,Business Banking,4,20979.18425,4940.79,303.05400000000003,650.5520457655589,16337.296009590491,195794.37938066886,20558.409834970225,16337.296009590491,12436.887871240619,10476.412350089759,0.7612574237462421,0.25896116498023963,3264.595576447368,12606.506372090491,1,0,3,0,1,361900.0,0.0,4960.8,0.0,371000.0,0.5022962587660025,True
R194,Client 194,Professional Services,Business Banking,3,77405.74005000001,33831.892,5100.415824999999,7626.373263076075,207966.2605848202,2645154.1664499496,277741.18747724476,207966.2605848202,35324.90127571184,10368.950005533414,0.16985880871433173,0.07677216945627119,15350.570337762389,199949.6750773202,2,0,4,3,1,907100.0,0.0,3460.4399999999996,7682000.0,818000.0,0.09308663925806054,True
R164,Client 164,Technology,Middle Market,5,284538.04806666664,116190.244,29697.4629,70162.37129334765,1047952.1453575785,14436574.681397878,1515840.341546777,1047952.1453575785,136037.3390598294,10283.08161692,0.12981254884822171,0.12958362427276682,135119.5168682948,1042720.6186475785,1,0,3,6,1,1031000.0,0.0,8704.08,24284000.0,5525000.0,0.00022892457545489742,True
R110,Client 110,Healthcare,Business Banking,6,265264.9368452381,103300.3,46425.551250000004,86314.58262182667,858808.3282309327,11275169.414973449,1183892.788572212,858808.3282309327,112938.43673641805,9881.437348706108,0.1315059868702729,0.08984899803661882,75667.56942740429,842163.7534184327,3,0,2,7,1,450200.0,0.0,89880.0,13337000.0,1447000.0,0.04165698883365408,True
R036,Client 036,Retail,Business Banking,3,57620.32430000001,29044.826,2003.6765999999998,6858.796888150677,114854.78829054181,1436392.2620711497,150821.1875174707,114854.78829054181,23555.23559738126,9772.661002516243,0.20508710126908145,0.077263905312695,8283.709404673556,107213.1853955418,3,0,3,6,0,1017900.0,0.0,4456.32,7162000.0,0.0,0.12782319595638644,True
R463,Client 463,Food Distribution,Business Banking,6,151852.90125000002,34502.75,33898.48875,84540.34729537641,594052.9931604642,7659383.906379148,804235.3101698107,594052.9931604642,80805.25407987519,9518.894900619473,0.13602364605550982,0.11029429236685938,64538.94550674893,585152.1789729642,4,0,2,4,2,1330800.0,0.0,1431.0000000000002,5590000.0,2701000.0,0.02572935368865044,True
R233,Client 233,Professional Services,Business Banking,8,127706.95965238095,27230.788,37437.6908,67956.06671527114,429291.2916709937,5728620.379030257,601505.139798177,429291.2916709937,60470.30864210279,8955.353641583548,0.14086078570735805,0.12322725258965712,52468.18208741849,425783.9153659937,1,0,2,5,1,352200.0,0.0,5528.16,3689000.0,2389000.0,0.017633533117700925,True
R347,Client 347,Education,Business Banking,5,53676.56305714286,17715.438000000002,4066.119550000001,15829.927848516014,182669.33076054876,2342836.380665525,245997.81996988007,182669.33076054876,29585.108803482228,7664.789112216383,0.16195991237447369,0.1105439068526618,19536.111678484427,176727.16873054876,4,0,4,1,1,812900.0,0.0,6710.16,2211000.0,1126000.0,0.051416005521811886,True
R307,Client 307,Wholesale Trade,Business Banking,5,144942.85096666665,48925.562,24544.792950000003,45979.45449439347,521699.037898648,6650678.575537945,698321.2504314842,521699.037898648,69584.01082158109,6980.126273743345,0.1333796035006286,0.1366537373563578,70321.6632841079,514597.439078648,2,0,5,7,1,1400300.0,0.0,12843.84,9694000.0,1296000.0,-0.0032741338557291944,True
R123,Client 123,Energy,Business Banking,7,67668.03532142857,15784.01,21101.465999999997,112108.4999392166,206100.5317531214,2812726.495511504,295336.2820287079,206100.5317531214,29425.24664338205,4693.18283300748,0.14277132811393825,0.11533842989627541,23312.434270586302,202122.0012406214,3,0,3,2,1,551100.0,0.0,5605.2,1729000.0,1294000.0,0.027432898217662843,True
R206,Client 206,Healthcare,Middle Market,7,45135.50406666667,11905.453999999998,10538.8539,14190.237970758604,142088.53666500995,1816055.9195183744,190685.87154942934,142088.53666500995,21402.81966948486,4352.195269683667,0.15063016462717513,0.1037879657410795,14218.033385521256,136991.15580500994,1,0,3,2,1,785200.0,0.0,4700.28,1321000.0,782000.0,0.04684219888609563,True
R022,Client 022,Education,Business Banking,7,147088.53699999998,29543.47,49561.0745,85264.89226168745,528973.0985493427,7001262.38056442,735132.549959264,528973.0985493427,67145.58716355378,3668.8153376326363,0.12693573141563158,0.12137185336859234,63727.95276697077,525063.6864993428,3,0,2,3,3,763500.0,0.0,380.4,3824000.0,3290000.0,0.005563878047039242,True
R062,Client 062,Transportation & Logistics,Business Banking,9,233209.0305357143,28638.35,134228.625,201951.75120541657,560497.1927354834,7583277.88476682,796244.177900516,560497.1927354834,69860.1100665831,2600.4469383250835,0.12463953606196264,0.04042602516360144,21912.87378164685,542048.6850479834,1,0,0,1,1,2151900.0,0.0,0.0,847000.0,4988000.0,0.0842135108983612,True
R350,Client 350,Education,Business Banking,8,41637.92605,12757.568000000001,11291.638799999999,11319.936513629398,120207.43147038348,1530638.3453889359,160717.02626583827,120207.43147038348,16884.696074823423,2459.804298377405,0.14046299690700445,0.050461711242111955,5443.290054993971,107869.70796288349,4,0,2,3,0,2223000.0,0.0,2693.7599999999998,2269000.0,0.0,0.09000128566489249,True
R232,Client 232,Food Distribution,Business Banking,6,182072.4865,44688.42,45677.723249999995,92152.86461407988,742876.6866629863,9777954.914731134,1026685.266046769,742876.6866629863,91433.39272175897,2288.1903222006026,0.12308017516672815,0.11999101109557206,88838.32197415546,740374.8094379863,2,0,2,5,3,446700.0,0.0,1403.4,9849000.0,1950000.0,0.0030891640711560864,True
R395,Client 395,Industrial Manufacturing,Business Banking,7,161724.97,34573.78,56821.84799999999,108478.0710083802,564546.6685096874,7400523.271820308,777054.9435411321,564546.6685096874,69968.93544059346,2223.3352194309687,0.12393826647724308,0.06831163203367366,37625.75912790345,550795.7870096874,3,0,3,4,0,1671800.0,0.0,4605.6,8438000.0,0.0,0.055626634443569425,True
R301,Client 301,Construction,Business Banking,4,81508.39300000001,30379.33,8248.471249999999,43528.543039205695,334910.3150795001,4362481.557727977,458060.5635614374,334910.3150795001,42388.72554922618,2199.48773968616,0.12656739324127436,0.1232219116544486,40992.72431294418,332673.98437950015,2,0,2,5,1,380600.0,0.0,4392.6,7226000.0,467000.0,0.003345481586825766,True
R209,Client 209,Commercial Real Estate,Business Banking,4,54904.95166666666,28656.0,3527.3955000000005,22577.685224800876,167191.40693122378,2159630.928975668,226761.2475424451,167191.40693122378,22160.40325347427,2097.4344217274192,0.13254510898751046,0.10278180679367832,16939.060961524272,164806.02443122378,0,0,4,4,0,0.0,0.0,16440.0,5604000.0,0.0,0.029763302193832136,True
R396,Client 396,Healthcare,Business Banking,8,378814.2326666666,59503.23,192841.30800000002,235135.56924483902,1041197.2924241213,14271119.748315537,1498467.5735731316,1041197.2924241213,126582.40072299648,1638.7256321019208,0.12157388579861424,0.11909629213744996,123275.31850587248,1035089.4750241215,3,0,1,3,3,1289200.0,0.0,522.5999999999999,3810000.0,9766000.0,0.0024775936611642763,True
R027,Client 027,Energy,Business Banking,7,79386.9286,19860.426,25695.0441,51075.77492398323,277465.6479011467,3557360.5719846706,373522.8600583904,277465.6479011467,33830.55331758755,534.6755694499565,0.12192699735442725,0.08039357493464133,21733.708556835154,270341.36216114665,4,0,6,4,0,974200.0,0.0,7069.32,4146000.0,0.0,0.041533422419785915,True
R298,Client 298,Energy,Business Banking,5,10051.580666666667,4322.96,1375.9485000000002,4318.8091005105025,31088.223894223254,398011.3457470201,41791.19130343711,31088.223894223254,4217.672277811638,487.0854105048486,0.13566784298009887,0.11231738328997545,3443.3780734756388,30657.570294223253,0,0,3,1,0,0.0,0.0,3367.2000000000003,706000.0,0.0,0.02335045969012342,True
R016,Client 016,Wholesale Trade,Middle Market,6,438840.81793333334,148228.528,109275.0798,153138.75290218004,1528313.146327516,19787284.34795345,2077664.8565351125,1528313.146327516,182534.72236287646,-862.8551964254766,0.11943541989513153,0.11106479735262083,165380.60969117703,1489046.1571375162,2,0,6,8,0,7501400.0,0.0,53028.96,30803000.0,0.0,0.008370622542510697,False
R117,Client 117,Construction,Business Banking,4,74859.01095238095,43472.95,6343.730749999999,22924.671588925914,219726.84468651368,2952989.5595097267,310063.9037485213,219726.84468651368,25461.37842933691,-905.8429330447266,0.11587741345698062,0.09721898741667871,21177.709468056913,217835.11668651368,0,0,2,5,1,0.0,0.0,12699.0,9281000.0,890000.0,0.018658426040301906,False
R015,Client 015,Food Distribution,Business Banking,5,50131.973000000005,30189.100000000002,3814.291875000001,7581.45972587343,156948.89565388023,1887914.2437915253,198230.99559811014,156948.89565388023,16850.046341832534,-1983.8211366330934,0.10736008222059734,0.07007105202278788,9803.700443919033,139910.84992888023,6,0,4,3,0,3309600.0,0.0,13644.0,5063000.0,0.0,0.037289030197809464,False
R362,Client 362,Industrial Manufacturing,Business Banking,6,87345.5497,29858.638,19589.81955,26241.379941704105,339753.1125375859,4274874.560052903,448861.8288055548,339753.1125375859,38742.96610684976,-2027.4073976605484,0.114032703975784,0.12140283892248739,39432.77025828146,324809.29283258587,1,0,1,4,1,3572700.0,0.0,860.1600000000001,5705000.0,902000.0,-0.007370134946703397,False
